ticket_id,customer_id,created_at,issue_category,priority,channel,ticket_status,resolution_hours,customer_satisfaction,agent_team
55,29063,2025-11-07 10:48:05,Merchant Dispute,Low,Web,Closed,6.56,5.0,Disputes
56,109424,2024-10-14 13:25:54,KYC,Medium,Mobile App,Resolved,4.67,3.0,Account Services
57,11503,2024-06-23 15:48:46,Merchant Dispute,Low,Email,Resolved,5.15,4.0,Disputes
58,1581,2025-01-10 22:55:37,Account Access,Low,Mobile App,Closed,40.88,3.0,Account Services
59,33219,2024-09-26 19:29:00,Payment Failure,High,Mobile App,Resolved,0.75,4.0,Account Services
60,22306,2024-01-19 12:55:11,Refund,Low,Web,Closed,3.51,3.0,Disputes
61,85964,2023-02-12 04:17:14,General Inquiry,Low,Web,Closed,2.19,5.0,KYC
62,84266,2025-08-28 18:06:11,Fraud Alert,Low,Web,In Progress,12.16,,KYC
63,105730,2025-10-27 11:27:56,Fraud Alert,High,Mobile App,Closed,83.34,4.0,KYC
64,114713,2024-04-21 06:41:44,Merchant Dispute,High,Email,Resolved,3.18,4.0,Payments
65,18076,2025-12-19 09:30:45,Merchant Dispute,High,Branch,Closed,14.72,4.0,Fraud & Risk
66,58323,2023-05-19 08:32:29,General Inquiry,Low,Email,Resolved,12.61,5.0,Disputes
67,72906,2025-10-25 05:44:57,General Inquiry,High,Web,Resolved,13.29,4.0,Disputes
68,104816,2024-01-09 20:35:40,KYC,Medium,Web,Resolved,8.2,5.0,KYC
69,52640,2025-10-04 23:59:29,Payment Failure,High,Web,Resolved,4.13,5.0,Disputes
70,73451,2025-09-08 23:08:33,Payment Failure,Low,Phone,Closed,21.63,2.0,Fraud & Risk
71,71644,2024-12-23 06:32:23,General Inquiry,High,Email,Resolved,8.65,5.0,KYC
72,10241,2025-08-24 05:29:17,Refund,Low,Email,In Progress,24.02,,Payments
73,49257,2025-11-18 16:10:19,Chargeback,Medium,Web,Closed,1.31,3.0,Account Services
74,102768,2025-11-17 04:50:08,Merchant Dispute,Medium,Web,Closed,13.39,5.0,Account Services
75,33187,2025-12-12 15:30:12,Chargeback,Low,Web,Resolved,5.69,4.0,Fraud & Risk
76,117076,2025-03-26 21:00:20,Payment Failure,High,Phone,Resolved,7.97,3.0,KYC
77,46749,2025-09-20 08:56:39,General Inquiry,Low,Mobile App,Resolved,8.26,4.0,Fraud & Risk
78,105872,2025-03-17 12:15:43,Fraud Alert,High,Phone,Closed,10.93,4.0,Account Services
79,22025,2025-09-12 10:46:44,Fraud Alert,Medium,Mobile App,Closed,4.97,3.0,Payments
80,91912,2025-03-24 04:36:52,Payment Failure,Medium,Branch,In Progress,29.3,,Payments
81,6802,2025-06-07 00:24:19,Merchant Dispute,Medium,Phone,Resolved,15.64,4.0,Payments
82,47374,2024-12-16 10:23:57,Chargeback,Low,Mobile App,Resolved,18.3,5.0,Fraud & Risk
83,42549,2023-06-18 04:40:53,KYC,Medium,Mobile App,Closed,5.52,5.0,Disputes
84,19144,2025-03-30 01:27:38,KYC,Low,Branch,Closed,4.44,4.0,Payments
85,87786,2025-08-21 23:03:46,Merchant Dispute,Critical,Phone,In Progress,20.97,,Fraud & Risk
86,20327,2025-10-04 19:58:48,Chargeback,Low,Phone,Resolved,9.54,4.0,Fraud & Risk
87,109292,2025-12-03 15:15:41,Refund,Low,Branch,Resolved,7.0,4.0,KYC
88,74621,2024-08-15 03:09:07,Fraud Alert,Medium,Mobile App,In Progress,46.65,,Account Services
89,115487,2025-03-13 13:13:38,Fraud Alert,Low,Phone,Closed,11.48,3.0,KYC
90,110896,2024-09-05 18:56:30,General Inquiry,Low,Web,Resolved,5.69,4.0,Fraud & Risk
91,68684,2025-05-28 13:35:18,Account Access,Medium,Phone,Open,0.0,,Fraud & Risk
92,66141,2024-04-02 09:27:37,Refund,Medium,Email,Closed,19.67,5.0,Fraud & Risk
93,81176,2025-03-13 12:08:38,Payment Failure,Medium,Email,Closed,6.25,5.0,Account Services
94,73429,2025-06-20 12:45:37,Refund,Low,Email,Closed,1.64,4.0,Fraud & Risk
95,28870,2024-02-09 16:09:08,Chargeback,High,Web,Resolved,1.28,5.0,KYC
96,96355,2025-09-01 08:02:39,KYC,Low,Phone,Closed,3.36,4.0,Payments
97,26707,2025-09-17 18:33:06,KYC,Medium,Web,Open,0.0,,Payments
98,425,2025-12-07 21:14:00,Account Access,Medium,Web,Closed,2.89,4.0,Account Services
99,104103,2025-08-23 01:54:26,Payment Failure,Medium,Mobile App,Resolved,4.94,3.0,Disputes
100,75396,2023-08-26 17:37:02,KYC,Low,Email,Open,0.0,,Fraud & Risk
101,101302,2023-05-11 06:33:54,Fraud Alert,Medium,Mobile App,Resolved,25.84,4.0,Account Services
102,35415,2024-07-29 21:41:18,Payment Failure,Low,Mobile App,Closed,6.88,4.0,KYC
103,12407,2024-09-17 18:29:19,Merchant Dispute,Low,Mobile App,Closed,41.7,5.0,Disputes
104,48662,2025-04-03 07:53:37,Merchant Dispute,Medium,Phone,Open,0.0,,Disputes
105,97264,2023-05-05 04:41:50,Refund,Critical,Web,Resolved,0.66,3.0,Disputes
106,40959,2025-03-20 03:34:40,Payment Failure,Medium,Email,Resolved,1.14,3.0,KYC
107,53763,2025-05-26 21:51:50,Chargeback,Medium,Email,In Progress,60.68,,Payments
108,11323,2023-01-12 07:22:56,Refund,Medium,Mobile App,Closed,54.96,4.0,Disputes
109,77610,2025-04-07 20:09:19,Account Access,Low,Email,Resolved,8.9,5.0,Disputes
110,76983,2025-12-26 03:55:08,Merchant Dispute,Low,Phone,Closed,23.18,5.0,KYC
111,53694,2023-09-04 18:06:59,Payment Failure,Medium,Mobile App,Resolved,3.83,5.0,KYC
112,107410,2025-12-23 18:45:50,Payment Failure,Low,Branch,Resolved,3.46,4.0,Disputes
113,81083,2025-01-25 14:49:21,Refund,Low,Phone,Resolved,14.26,4.0,Payments
114,20749,2024-01-31 14:54:33,Merchant Dispute,High,Web,Resolved,4.2,4.0,Disputes
115,40870,2025-11-07 16:02:27,Payment Failure,Medium,Mobile App,Open,0.0,,Account Services
116,80588,2025-12-27 17:48:33,Payment Failure,Low,Mobile App,Closed,5.65,5.0,Account Services
117,117766,2025-02-20 09:09:50,Refund,Medium,Web,Closed,5.07,5.0,KYC
118,34773,2024-01-27 03:09:41,General Inquiry,High,Web,Closed,15.27,5.0,Payments
119,112128,2025-11-30 16:38:50,Fraud Alert,Medium,Mobile App,In Progress,9.45,,KYC
120,17348,2024-04-02 03:28:43,Refund,Medium,Email,Closed,2.94,5.0,Account Services
121,39273,2025-12-05 05:22:32,Fraud Alert,Low,Phone,Closed,3.4,2.0,Fraud & Risk
122,109362,2024-03-05 16:14:53,Fraud Alert,Medium,Branch,Closed,3.27,3.0,Payments
123,7483,2024-07-21 06:03:44,Refund,High,Mobile App,Closed,10.36,5.0,KYC
124,45106,2025-08-28 21:44:27,Payment Failure,High,Phone,In Progress,4.97,,Fraud & Risk
125,54033,2025-10-24 07:18:15,Fraud Alert,High,Email,In Progress,22.87,,KYC
126,90791,2025-09-15 10:02:46,Payment Failure,High,Mobile App,Resolved,11.99,5.0,Disputes
127,96046,2025-03-08 04:04:28,Payment Failure,Medium,Web,Resolved,57.44,5.0,Disputes
128,119523,2025-11-07 15:18:10,KYC,Low,Email,Closed,2.78,4.0,Payments
129,52863,2023-09-16 20:35:14,Refund,Low,Phone,Resolved,1.03,5.0,KYC
130,68267,2025-08-31 06:12:33,Refund,Low,Phone,Closed,2.86,5.0,Account Services
131,79968,2025-02-24 08:08:54,Payment Failure,Low,Web,Closed,7.38,4.0,KYC
132,21231,2025-12-11 21:24:57,Payment Failure,High,Web,Resolved,7.75,4.0,Disputes
133,113656,2025-08-06 08:44:47,Payment Failure,Medium,Phone,Resolved,15.96,4.0,Fraud & Risk
134,111866,2023-11-26 02:27:52,Payment Failure,High,Web,Closed,5.13,5.0,Account Services
135,49789,2024-05-27 11:16:36,General Inquiry,Medium,Email,Resolved,1.75,4.0,Account Services
136,109713,2025-11-10 10:38:28,General Inquiry,Medium,Phone,Closed,6.67,3.0,KYC
137,101914,2024-01-30 06:38:05,Payment Failure,Low,Email,Closed,6.34,5.0,Fraud & Risk
138,4133,2025-03-24 02:42:40,Refund,Medium,Email,In Progress,11.71,,Account Services
139,35853,2023-07-29 04:33:31,Fraud Alert,Medium,Email,Resolved,13.25,5.0,Fraud & Risk
140,42171,2024-12-24 22:11:06,KYC,Medium,Email,Resolved,10.39,4.0,Fraud & Risk
141,107247,2024-03-21 04:30:38,Account Access,Medium,Mobile App,In Progress,7.14,,Disputes
142,80725,2025-06-05 05:03:41,Account Access,High,Mobile App,Closed,3.31,4.0,Fraud & Risk
143,42259,2024-05-06 21:09:31,Payment Failure,Low,Web,Open,0.0,,Account Services
144,113616,2025-06-27 13:28:51,Chargeback,Medium,Phone,In Progress,1.86,,KYC
145,96958,2024-04-08 01:46:34,Chargeback,Medium,Web,Resolved,6.67,2.0,Payments
146,52747,2025-02-13 11:27:39,Account Access,Medium,Email,Closed,10.0,3.0,Fraud & Risk
147,56633,2022-11-30 13:13:39,Payment Failure,Medium,Email,Closed,8.48,4.0,Fraud & Risk
148,20873,2025-10-14 19:20:32,Merchant Dispute,Low,Phone,Resolved,13.47,4.0,KYC
149,117787,2025-12-15 19:16:44,Refund,Low,Web,Resolved,13.86,5.0,Account Services
150,111489,2025-08-17 16:25:10,Fraud Alert,Low,Web,Closed,26.59,3.0,Fraud & Risk
151,24453,2025-09-03 01:23:57,Account Access,Medium,Web,Closed,26.79,4.0,Account Services
152,9200,2025-04-15 04:12:19,Payment Failure,Low,Web,Closed,39.09,4.0,Fraud & Risk
153,99229,2023-04-24 07:10:07,General Inquiry,Low,Phone,Resolved,29.02,3.0,Account Services
154,115329,2025-02-16 20:10:04,Fraud Alert,Low,Phone,In Progress,13.96,,Disputes
155,77999,2024-02-04 14:05:28,Fraud Alert,High,Mobile App,Resolved,5.23,5.0,Fraud & Risk
156,30161,2025-04-04 03:39:18,Payment Failure,Low,Email,Resolved,6.8,4.0,Fraud & Risk
157,15557,2025-08-07 12:12:36,Payment Failure,High,Mobile App,Resolved,1.55,3.0,Fraud & Risk
158,15535,2023-08-20 16:26:48,Fraud Alert,Medium,Mobile App,Open,0.0,,Disputes
159,2857,2025-05-27 13:56:45,Merchant Dispute,Medium,Phone,Resolved,4.5,3.0,Payments
160,84985,2025-03-14 14:33:58,Account Access,High,Mobile App,Resolved,17.11,4.0,Fraud & Risk
161,98553,2023-07-04 22:13:39,Refund,Low,Email,Closed,2.31,5.0,Payments
162,63355,2024-09-13 05:13:54,Merchant Dispute,Low,Web,In Progress,17.78,,Disputes
163,72926,2025-09-14 10:02:26,Account Access,Low,Web,Resolved,1.52,5.0,KYC
164,45433,2025-09-09 07:41:26,Payment Failure,Medium,Web,Resolved,3.47,5.0,Account Services
165,118462,2025-10-20 03:50:24,Account Access,Medium,Email,Resolved,65.27,3.0,Fraud & Risk
166,99565,2025-12-26 01:32:55,Payment Failure,Medium,Phone,Resolved,4.77,4.0,Disputes
167,36689,2025-10-21 20:39:48,KYC,Medium,Web,Open,0.0,,Disputes
168,41206,2024-03-21 05:25:23,KYC,Medium,Phone,Resolved,2.1,3.0,Fraud & Risk
169,59863,2025-12-08 07:58:33,Fraud Alert,Low,Branch,Resolved,4.18,4.0,Disputes
170,3448,2024-01-15 05:21:37,General Inquiry,Medium,Email,In Progress,12.16,,Fraud & Risk
171,108051,2025-06-14 14:57:08,Account Access,Low,Phone,Resolved,4.97,4.0,Account Services
172,99554,2024-06-16 04:02:47,Payment Failure,Medium,Web,Resolved,11.15,4.0,KYC
173,1911,2023-10-21 02:16:49,Chargeback,Medium,Web,Closed,9.6,5.0,Account Services
174,117979,2025-04-22 23:04:10,General Inquiry,Medium,Email,Closed,6.25,4.0,Account Services
175,21575,2025-06-30 16:28:20,Account Access,High,Web,Resolved,6.49,4.0,KYC
176,46688,2025-09-02 01:48:54,Payment Failure,Medium,Web,Resolved,0.84,3.0,KYC
177,113056,2023-01-31 03:10:04,Payment Failure,Low,Email,Closed,29.54,4.0,Payments
178,22141,2025-08-16 03:59:05,Payment Failure,Low,Web,Resolved,9.04,4.0,KYC
179,118316,2023-02-24 15:44:19,Account Access,Medium,Mobile App,Closed,7.51,4.0,Disputes
180,110181,2025-05-19 22:01:49,Payment Failure,Medium,Phone,Resolved,14.54,4.0,Fraud & Risk
181,29333,2025-03-20 22:37:16,Account Access,High,Mobile App,Closed,6.47,2.0,Payments
182,83635,2025-06-27 09:23:22,Refund,Low,Phone,Resolved,6.27,4.0,Disputes
183,76316,2025-11-16 19:34:28,Merchant Dispute,Low,Email,Resolved,7.23,2.0,Payments
184,56984,2023-11-13 23:17:36,Merchant Dispute,Low,Mobile App,Closed,11.95,4.0,KYC
185,37582,2025-12-07 10:17:48,Fraud Alert,Low,Web,Open,0.0,,KYC
186,111531,2023-12-02 00:39:03,Payment Failure,Medium,Web,Resolved,9.59,5.0,Account Services
187,1111,2025-05-09 16:35:10,Payment Failure,Medium,Mobile App,Resolved,9.64,4.0,Fraud & Risk
188,78347,2025-06-18 13:29:21,General Inquiry,Medium,Phone,Resolved,2.03,3.0,Payments
189,12886,2025-06-10 12:17:40,Refund,Low,Phone,Resolved,3.49,3.0,Disputes
190,42600,2025-11-29 11:18:29,Fraud Alert,Low,Branch,Closed,7.97,3.0,KYC
191,118039,2025-10-13 10:24:18,Payment Failure,High,Mobile App,Closed,3.9,5.0,KYC
192,1413,2025-10-08 05:09:43,Merchant Dispute,Medium,Branch,In Progress,19.9,,KYC
193,108022,2025-11-30 05:11:51,Fraud Alert,Low,Phone,Closed,10.19,3.0,Fraud & Risk
194,14919,2023-05-21 11:01:58,KYC,High,Phone,Resolved,37.0,3.0,Account Services
195,41913,2025-10-31 10:45:12,Fraud Alert,High,Email,Resolved,6.35,2.0,Payments
196,80345,2025-09-12 02:03:36,Payment Failure,Low,Phone,Resolved,14.67,4.0,Payments
197,24754,2025-11-30 09:23:42,Refund,Critical,Mobile App,In Progress,4.8,,Fraud & Risk
198,93118,2025-04-06 20:04:10,Payment Failure,Medium,Branch,Closed,11.01,4.0,KYC
199,68323,2025-04-14 17:46:19,Refund,Medium,Web,Resolved,12.6,3.0,Payments
200,55555,2025-02-13 07:09:17,Account Access,Low,Mobile App,Resolved,5.46,4.0,Fraud & Risk
201,48051,2025-05-20 03:19:00,Refund,Medium,Mobile App,Closed,7.81,2.0,KYC
202,100494,2025-08-02 10:38:18,KYC,Low,Web,Closed,7.94,3.0,Account Services
203,109617,2024-08-07 08:09:59,Fraud Alert,High,Phone,Open,0.0,,Payments
204,21255,2025-09-06 10:09:28,Account Access,High,Phone,Closed,3.59,1.0,Payments
205,18780,2025-06-27 06:31:42,Payment Failure,Medium,Web,Closed,25.5,5.0,Account Services
206,119529,2025-12-04 06:30:17,Merchant Dispute,Medium,Phone,In Progress,6.77,,Fraud & Risk
207,30977,2025-01-14 04:09:58,Account Access,Medium,Email,Resolved,4.39,4.0,KYC
208,43923,2024-05-02 08:48:29,Payment Failure,High,Mobile App,Resolved,2.99,5.0,Account Services
209,22723,2024-03-12 23:46:14,Payment Failure,Medium,Web,Closed,34.16,5.0,Fraud & Risk
210,78210,2025-10-19 07:37:33,General Inquiry,Medium,Mobile App,Closed,4.87,4.0,Disputes
211,29353,2024-06-13 21:22:59,KYC,Medium,Branch,Resolved,1.13,5.0,Account Services
212,23716,2025-07-30 23:41:44,Payment Failure,Medium,Web,In Progress,9.95,,Payments
213,64239,2025-10-02 21:18:29,Refund,Low,Web,Resolved,10.72,4.0,Fraud & Risk
214,98266,2023-12-11 20:53:55,KYC,Low,Phone,Closed,3.85,3.0,Fraud & Risk
215,83855,2023-10-01 14:27:53,KYC,High,Email,Resolved,5.12,3.0,KYC
216,90348,2025-12-05 19:25:50,Payment Failure,Low,Phone,Closed,14.83,5.0,Payments
217,56607,2024-09-03 06:42:50,Refund,Medium,Web,Closed,7.63,3.0,KYC
218,11144,2025-04-16 17:09:41,Merchant Dispute,Medium,Email,Resolved,3.93,4.0,Fraud & Risk
219,89102,2025-12-26 04:42:46,Payment Failure,Medium,Phone,Open,0.0,,Payments
220,29924,2025-03-02 19:18:30,Account Access,Low,Mobile App,Resolved,7.86,3.0,KYC
221,98514,2025-10-03 06:46:29,Account Access,Low,Mobile App,Closed,6.74,4.0,Payments
222,45394,2023-10-18 11:51:49,Account Access,Low,Web,Resolved,9.44,3.0,Disputes
223,90012,2024-05-12 02:28:57,General Inquiry,Medium,Phone,Closed,36.78,4.0,Payments
224,63943,2023-02-02 16:27:20,General Inquiry,High,Mobile App,Closed,3.6,4.0,Disputes
225,25151,2025-11-25 23:17:55,General Inquiry,Low,Email,Closed,1.22,4.0,Fraud & Risk
226,1277,2025-10-31 03:47:17,General Inquiry,Medium,Phone,Resolved,6.7,3.0,Fraud & Risk
227,83333,2025-02-13 10:22:34,Fraud Alert,Medium,Mobile App,Closed,28.89,5.0,Disputes
228,16073,2025-11-10 11:03:24,Payment Failure,Low,Web,Closed,9.21,4.0,Account Services
229,104092,2025-08-20 19:28:31,Fraud Alert,Medium,Email,In Progress,5.89,,KYC
230,71539,2023-08-13 14:59:02,Payment Failure,Medium,Email,Resolved,3.64,3.0,Account Services
231,110068,2025-10-28 05:23:00,KYC,Low,Mobile App,Closed,17.18,2.0,Disputes
232,17213,2024-02-25 10:18:04,Refund,Low,Branch,Closed,3.26,5.0,KYC
233,76413,2024-08-15 04:40:57,Payment Failure,Low,Web,Closed,5.7,3.0,KYC
234,112636,2025-02-26 08:36:41,General Inquiry,High,Branch,Resolved,22.88,5.0,Fraud & Risk
235,94494,2025-09-20 07:34:45,Fraud Alert,Low,Phone,Resolved,22.08,5.0,Account Services
236,40570,2024-07-03 06:57:08,Merchant Dispute,Medium,Web,In Progress,26.86,,Payments
237,104067,2025-03-31 21:42:21,General Inquiry,Low,Phone,In Progress,15.14,,Payments
238,87834,2024-04-28 14:17:57,Fraud Alert,High,Branch,Open,0.0,,Fraud & Risk
239,27644,2025-06-04 18:10:41,Payment Failure,High,Mobile App,Resolved,6.05,5.0,KYC
240,8545,2025-01-18 00:04:16,Payment Failure,Medium,Branch,Resolved,0.74,4.0,Account Services
241,64989,2023-05-01 18:20:53,Refund,High,Mobile App,Resolved,11.04,4.0,Fraud & Risk
242,16817,2025-01-26 09:49:27,Account Access,Medium,Web,Closed,5.28,4.0,Account Services
243,21015,2025-05-11 00:21:00,Payment Failure,Medium,Mobile App,Resolved,14.12,2.0,Account Services
244,32113,2025-12-29 19:41:27,General Inquiry,High,Phone,Closed,5.54,5.0,Disputes
245,23154,2023-06-25 02:06:09,Account Access,Medium,Mobile App,Resolved,4.71,5.0,Disputes
246,69900,2025-12-25 00:33:12,Account Access,Medium,Web,Resolved,6.79,4.0,Account Services
247,54189,2025-12-09 16:22:17,Account Access,High,Mobile App,Closed,3.06,4.0,Account Services
248,105826,2025-12-08 13:20:41,Account Access,Medium,Email,Resolved,12.91,3.0,Fraud & Risk
249,50656,2025-02-04 10:26:04,KYC,Low,Web,Resolved,4.95,2.0,Disputes
250,114931,2025-06-22 22:19:41,Merchant Dispute,High,Phone,Closed,9.46,4.0,Account Services
251,107611,2024-03-04 02:28:53,KYC,Medium,Phone,Closed,2.96,3.0,KYC
252,66528,2023-10-22 15:48:12,Payment Failure,Low,Web,Closed,5.72,4.0,Disputes
253,24962,2023-07-27 14:44:58,Merchant Dispute,Critical,Branch,Closed,10.09,3.0,Payments
254,42883,2025-03-02 22:46:08,Merchant Dispute,Medium,Mobile App,Resolved,21.77,4.0,Fraud & Risk
255,95615,2025-11-12 12:19:26,Account Access,Low,Mobile App,Resolved,4.16,5.0,Disputes
256,72048,2023-10-07 22:35:48,Merchant Dispute,High,Phone,Open,0.0,,Account Services
257,1457,2025-10-29 07:12:10,Merchant Dispute,Low,Branch,Resolved,35.39,4.0,Fraud & Risk
258,116718,2023-03-24 14:09:58,Refund,High,Mobile App,Closed,15.97,2.0,Account Services
259,72980,2025-07-24 19:28:31,KYC,Low,Mobile App,Closed,4.31,4.0,Disputes
260,73471,2025-10-30 12:31:18,Chargeback,Critical,Email,Closed,20.36,4.0,Fraud & Risk
261,101161,2023-04-01 17:14:42,Account Access,High,Email,Closed,5.09,4.0,Payments
262,42308,2025-12-05 03:11:03,Payment Failure,Medium,Branch,Closed,1.43,4.0,Disputes
263,85766,2025-03-16 01:01:14,Account Access,High,Web,Resolved,35.16,4.0,Payments
264,5101,2023-05-30 11:35:58,General Inquiry,High,Email,Resolved,7.84,5.0,Payments
265,65819,2024-07-09 23:31:44,Payment Failure,High,Phone,Resolved,10.53,4.0,Fraud & Risk
266,97770,2024-03-29 19:45:08,Chargeback,Medium,Branch,Closed,31.6,5.0,KYC
267,38648,2023-06-11 06:08:54,Refund,Medium,Web,Resolved,2.29,5.0,Account Services
268,56110,2025-12-08 08:26:47,Payment Failure,High,Web,Resolved,3.05,4.0,KYC
269,12998,2024-09-19 11:33:27,Payment Failure,Medium,Mobile App,In Progress,11.33,,Fraud & Risk
270,18244,2025-09-17 13:24:44,Chargeback,Low,Mobile App,Resolved,14.29,2.0,Disputes
271,4474,2025-07-30 11:37:53,Merchant Dispute,Medium,Email,Resolved,1.44,4.0,Fraud & Risk
272,78072,2025-05-17 04:29:51,Payment Failure,Medium,Web,Resolved,7.25,3.0,Fraud & Risk
273,81601,2023-04-19 08:01:55,Payment Failure,Medium,Mobile App,Closed,10.68,4.0,KYC
274,22571,2022-12-14 02:19:52,Account Access,Medium,Email,Closed,1.73,5.0,Payments
275,87050,2025-12-21 20:32:52,Refund,High,Phone,In Progress,2.68,,Fraud & Risk
276,87490,2025-07-15 05:34:06,Payment Failure,High,Email,Closed,4.47,4.0,KYC
277,73065,2025-10-19 09:53:37,Refund,Low,Mobile App,Resolved,8.0,5.0,Account Services
278,13950,2025-01-16 22:26:55,Payment Failure,Medium,Mobile App,Open,0.0,,KYC
279,31518,2025-09-11 13:17:01,Fraud Alert,Medium,Mobile App,Closed,12.78,4.0,Disputes
280,68180,2025-10-01 11:44:36,Refund,High,Mobile App,Resolved,3.01,5.0,Account Services
281,116319,2025-05-23 09:41:00,Payment Failure,Critical,Mobile App,Resolved,33.61,3.0,KYC
282,84256,2025-07-05 12:58:20,Payment Failure,High,Web,Closed,13.33,4.0,Account Services
