merchant_id,merchant_name,merchant_category,merchant_city,merchant_state,merchant_tier,onboarding_date,risk_rating,settlement_cycle
177,Merchant_00177,Education,Jaipur,Rajasthan,Mid-Market,2024-10-10,Low,T+2
178,Merchant_00178,Utilities,Pune,Maharashtra,SMB,2023-09-12,Low,T+1
179,Merchant_00179,Entertainment,Chennai,Tamil Nadu,SMB,2025-10-19,Low,T+2
180,Merchant_00180,Healthcare,Mumbai,Maharashtra,Mid-Market,2024-12-09,Low,T+1
181,Merchant_00181,Travel,Jaipur,Rajasthan,SMB,2025-04-28,Low,T+2
182,Merchant_00182,Entertainment,Mumbai,Maharashtra,Mid-Market,2024-05-16,Medium,T+1
183,Merchant_00183,Travel,Ahmedabad,Gujarat,SMB,2023-03-14,Low,T+1
184,Merchant_00184,Education,Mumbai,Maharashtra,SMB,2025-02-10,High,T+2
185,Merchant_00185,Education,Chennai,Tamil Nadu,SMB,2023-10-13,Low,T+2
186,Merchant_00186,Education,Pune,Maharashtra,Enterprise,2024-11-06,Low,T+2
187,Merchant_00187,Healthcare,Delhi,Delhi,SMB,2022-08-11,Low,T+2
188,Merchant_00188,Travel,Delhi,Delhi,Enterprise,2024-05-15,Medium,T+1
189,Merchant_00189,Healthcare,Ahmedabad,Gujarat,Enterprise,2024-07-03,Low,T+1
190,Merchant_00190,Grocery,Surat,Gujarat,Mid-Market,2025-11-17,Low,T+1
191,Merchant_00191,Grocery,Surat,Gujarat,SMB,2022-08-28,High,T+1
192,Merchant_00192,Dining,Ahmedabad,Gujarat,Enterprise,2025-03-05,Low,T+1
193,Merchant_00193,Education,Ahmedabad,Gujarat,Enterprise,2023-01-19,Low,T+1
194,Merchant_00194,Healthcare,Ahmedabad,Gujarat,Mid-Market,2024-11-27,Low,T+3
195,Merchant_00195,Dining,Delhi,Delhi,Mid-Market,2024-08-10,Low,T+2
196,Merchant_00196,Electronics,Bengaluru,Karnataka,Mid-Market,2024-05-18,Low,T+1
197,Merchant_00197,Entertainment,Indore,Madhya Pradesh,SMB,2025-12-07,Low,T+1
198,Merchant_00198,Grocery,Surat,Gujarat,SMB,2025-12-27,Low,T+2
199,Merchant_00199,Healthcare,Hyderabad,Telangana,SMB,2025-08-27,Low,T+3
200,Merchant_00200,Electronics,Chennai,Tamil Nadu,Enterprise,2025-11-25,High,T+1
201,Merchant_00201,Education,Ahmedabad,Gujarat,SMB,2022-06-25,Medium,T+2
202,Merchant_00202,Grocery,Jaipur,Rajasthan,SMB,2022-04-21,Low,T+1
203,Merchant_00203,Electronics,Jaipur,Rajasthan,SMB,2024-05-26,Low,T+1
204,Merchant_00204,Fashion,Jaipur,Rajasthan,SMB,2023-05-29,Low,T+1
205,Merchant_00205,Travel,Kolkata,West Bengal,Mid-Market,2023-01-24,Medium,T+3
206,Merchant_00206,Dining,Ahmedabad,Gujarat,SMB,2022-02-24,Medium,T+2
207,Merchant_00207,Healthcare,Hyderabad,Telangana,SMB,2024-01-13,Low,T+1
208,Merchant_00208,Travel,Chennai,Tamil Nadu,Mid-Market,2025-05-07,Medium,T+2
209,Merchant_00209,Travel,Hyderabad,Telangana,SMB,2024-09-21,Low,T+2
210,Merchant_00210,Dining,Delhi,Delhi,Mid-Market,2024-04-25,Low,T+1
211,Merchant_00211,Healthcare,Jaipur,Rajasthan,Mid-Market,2023-11-02,High,T+2
212,Merchant_00212,Education,Delhi,Delhi,Enterprise,2025-02-19,Medium,T+2
213,Merchant_00213,Travel,Indore,Madhya Pradesh,Mid-Market,2024-05-11,Low,T+2
214,Merchant_00214,Education,Mumbai,Maharashtra,Enterprise,2022-04-01,Low,T+2
215,Merchant_00215,Entertainment,Lucknow,Uttar Pradesh,SMB,2022-04-20,Low,T+2
216,Merchant_00216,Electronics,Jaipur,Rajasthan,Mid-Market,2023-10-27,Low,T+2
217,Merchant_00217,Education,Mumbai,Maharashtra,Enterprise,2024-07-16,Medium,T+2
218,Merchant_00218,Fashion,Surat,Gujarat,SMB,2025-01-18,Medium,T+1
219,Merchant_00219,Dining,Mumbai,Maharashtra,SMB,2024-06-22,Low,T+2
220,Merchant_00220,Travel,Surat,Gujarat,Enterprise,2025-09-11,High,T+2
221,Merchant_00221,Entertainment,Delhi,Delhi,Mid-Market,2023-11-29,Low,T+1
222,Merchant_00222,Dining,Pune,Maharashtra,SMB,2024-08-31,Low,T+2
223,Merchant_00223,Fashion,Delhi,Delhi,Enterprise,2024-12-21,Low,T+1
224,Merchant_00224,Grocery,Pune,Maharashtra,SMB,2022-11-11,Low,T+3
225,Merchant_00225,Grocery,Indore,Madhya Pradesh,SMB,2024-01-19,Low,T+3
226,Merchant_00226,Dining,Pune,Maharashtra,Mid-Market,2022-10-28,Low,T+3
227,Merchant_00227,Fashion,Indore,Madhya Pradesh,Mid-Market,2024-07-12,Medium,T+1
228,Merchant_00228,Healthcare,Kolkata,West Bengal,SMB,2022-01-21,Low,T+1
229,Merchant_00229,Electronics,Pune,Maharashtra,SMB,2023-07-13,Low,T+2
230,Merchant_00230,Grocery,Chennai,Tamil Nadu,Mid-Market,2025-01-10,Medium,T+2
231,Merchant_00231,Entertainment,Indore,Madhya Pradesh,Enterprise,2025-06-25,Low,T+2
232,Merchant_00232,Healthcare,Lucknow,Uttar Pradesh,SMB,2025-05-17,Low,T+3
233,Merchant_00233,Utilities,Jaipur,Rajasthan,SMB,2024-08-18,Low,T+2
234,Merchant_00234,Utilities,Kolkata,West Bengal,SMB,2024-09-23,Low,T+1
235,Merchant_00235,Fashion,Chennai,Tamil Nadu,SMB,2024-02-16,High,T+2
236,Merchant_00236,Electronics,Mumbai,Maharashtra,SMB,2022-06-01,Low,T+1
237,Merchant_00237,Travel,Chennai,Tamil Nadu,Mid-Market,2023-12-05,Low,T+2
238,Merchant_00238,Education,Jaipur,Rajasthan,SMB,2024-07-20,Low,T+1
239,Merchant_00239,Entertainment,Lucknow,Uttar Pradesh,Enterprise,2024-08-03,Low,T+2
240,Merchant_00240,Travel,Chennai,Tamil Nadu,SMB,2024-04-28,Low,T+1
241,Merchant_00241,Electronics,Chennai,Tamil Nadu,SMB,2025-09-17,Low,T+2
242,Merchant_00242,Healthcare,Indore,Madhya Pradesh,SMB,2025-05-30,Medium,T+2
243,Merchant_00243,Grocery,Pune,Maharashtra,Mid-Market,2025-08-04,Low,T+1
244,Merchant_00244,Dining,Jaipur,Rajasthan,Enterprise,2025-02-07,Low,T+2
245,Merchant_00245,Utilities,Hyderabad,Telangana,Mid-Market,2025-08-11,Low,T+1
246,Merchant_00246,Education,Pune,Maharashtra,Mid-Market,2025-06-27,Low,T+1
247,Merchant_00247,Fashion,Surat,Gujarat,SMB,2023-09-09,Medium,T+2
248,Merchant_00248,Travel,Indore,Madhya Pradesh,SMB,2023-07-16,Low,T+2
249,Merchant_00249,Electronics,Jaipur,Rajasthan,SMB,2024-10-30,Medium,T+2
250,Merchant_00250,Grocery,Surat,Gujarat,Mid-Market,2022-10-11,High,T+1
251,Merchant_00251,Education,Bengaluru,Karnataka,SMB,2024-10-27,Medium,T+1
252,Merchant_00252,Utilities,Indore,Madhya Pradesh,SMB,2023-08-22,Medium,T+1
253,Merchant_00253,Fashion,Ahmedabad,Gujarat,Mid-Market,2024-07-23,Low,T+1
254,Merchant_00254,Grocery,Lucknow,Uttar Pradesh,Mid-Market,2023-01-04,Low,T+2
255,Merchant_00255,Education,Jaipur,Rajasthan,Mid-Market,2022-02-25,Low,T+1
256,Merchant_00256,E-commerce,Indore,Madhya Pradesh,Mid-Market,2025-04-08,Low,T+3
257,Merchant_00257,Entertainment,Ahmedabad,Gujarat,Mid-Market,2023-11-02,High,T+1
258,Merchant_00258,Entertainment,Bengaluru,Karnataka,SMB,2023-07-09,High,T+2
259,Merchant_00259,Dining,Bengaluru,Karnataka,SMB,2024-10-18,Medium,T+2
260,Merchant_00260,Travel,Jaipur,Rajasthan,Enterprise,2022-02-23,High,T+2
261,Merchant_00261,Utilities,Pune,Maharashtra,Enterprise,2023-08-19,Low,T+1
262,Merchant_00262,E-commerce,Chennai,Tamil Nadu,SMB,2025-03-28,Low,T+2
263,Merchant_00263,E-commerce,Hyderabad,Telangana,SMB,2022-02-12,Low,T+2
264,Merchant_00264,Fashion,Indore,Madhya Pradesh,SMB,2025-02-15,Low,T+2
265,Merchant_00265,Education,Pune,Maharashtra,SMB,2024-07-09,Low,T+2
266,Merchant_00266,Education,Mumbai,Maharashtra,Enterprise,2023-10-13,Medium,T+2
267,Merchant_00267,Fashion,Mumbai,Maharashtra,SMB,2022-09-10,Low,T+1
268,Merchant_00268,E-commerce,Mumbai,Maharashtra,SMB,2025-03-27,Low,T+2
269,Merchant_00269,Travel,Chennai,Tamil Nadu,SMB,2025-11-10,Medium,T+1
270,Merchant_00270,E-commerce,Chennai,Tamil Nadu,SMB,2023-08-11,Low,T+2
271,Merchant_00271,Entertainment,Delhi,Delhi,SMB,2023-06-25,Medium,T+3
272,Merchant_00272,Electronics,Indore,Madhya Pradesh,Mid-Market,2022-07-16,Low,T+2
273,Merchant_00273,Utilities,Ahmedabad,Gujarat,SMB,2025-08-09,Low,T+2
274,Merchant_00274,Entertainment,Indore,Madhya Pradesh,SMB,2022-01-01,Medium,T+2
275,Merchant_00275,Grocery,Delhi,Delhi,Mid-Market,2022-12-21,Low,T+2
276,Merchant_00276,Entertainment,Indore,Madhya Pradesh,Mid-Market,2022-07-06,Low,T+1
277,Merchant_00277,Entertainment,Indore,Madhya Pradesh,Mid-Market,2022-07-04,Low,T+1
278,Merchant_00278,Grocery,Bengaluru,Karnataka,Mid-Market,2022-11-05,High,T+2
279,Merchant_00279,Fashion,Bengaluru,Karnataka,SMB,2025-10-30,Low,T+1
280,Merchant_00280,Fashion,Delhi,Delhi,Mid-Market,2023-08-01,Low,T+2
281,Merchant_00281,Education,Hyderabad,Telangana,Mid-Market,2023-08-15,Low,T+1
282,Merchant_00282,Entertainment,Pune,Maharashtra,SMB,2025-02-21,Low,T+1
283,Merchant_00283,Utilities,Hyderabad,Telangana,Mid-Market,2022-12-17,Low,T+1
284,Merchant_00284,Entertainment,Jaipur,Rajasthan,Mid-Market,2023-06-08,Medium,T+1
285,Merchant_00285,Fashion,Mumbai,Maharashtra,Mid-Market,2025-05-27,Medium,T+2
286,Merchant_00286,Dining,Hyderabad,Telangana,SMB,2025-01-20,Medium,T+1
287,Merchant_00287,E-commerce,Jaipur,Rajasthan,Enterprise,2023-03-19,Low,T+1
288,Merchant_00288,Entertainment,Ahmedabad,Gujarat,SMB,2022-12-03,Low,T+1
289,Merchant_00289,Travel,Kolkata,West Bengal,Mid-Market,2022-02-08,Medium,T+2
290,Merchant_00290,E-commerce,Hyderabad,Telangana,SMB,2023-06-05,High,T+2
291,Merchant_00291,Fashion,Ahmedabad,Gujarat,SMB,2023-03-22,Medium,T+2
292,Merchant_00292,Entertainment,Hyderabad,Telangana,SMB,2022-10-04,Low,T+3
293,Merchant_00293,Entertainment,Delhi,Delhi,SMB,2025-04-25,Low,T+2
294,Merchant_00294,E-commerce,Mumbai,Maharashtra,Enterprise,2025-05-22,Medium,T+2
295,Merchant_00295,Electronics,Surat,Gujarat,Enterprise,2024-01-11,Low,T+2
