customer_id,customer_tenure_months,age,city,state,customer_segment,income_band,kyc_status,acquisition_channel,signup_date,risk_band
64,0,27,Lucknow,Uttar Pradesh,Premium,25K-50K,Verified,Digital,2025-12-22,Low
65,31,18,Ahmedabad,Gujarat,Affluent,50K-100K,Verified,Partner,2023-05-24,High
66,22,58,Surat,Gujarat,Mass,50K-100K,Pending,Digital,2024-02-15,Low
67,47,55,Mumbai,Maharashtra,Mass,50K-100K,Verified,Digital,2022-02-04,Low
68,41,58,Ahmedabad,Gujarat,Affluent,25K-50K,Verified,Branch,2022-07-25,Medium
69,11,48,Lucknow,Uttar Pradesh,Premium,50K-100K,Verified,Digital,2025-01-09,High
70,1,70,Jaipur,Rajasthan,Premium,<25K,Verified,Digital,2025-11-12,Low
71,14,47,Hyderabad,Telangana,Affluent,50K-100K,Pending,Digital,2024-10-22,Low
72,14,69,Lucknow,Uttar Pradesh,Premium,<25K,Verified,Digital,2024-10-18,Medium
73,1,32,Ahmedabad,Gujarat,Mass,50K-100K,Verified,Digital,2025-11-14,Low
74,29,28,Indore,Madhya Pradesh,Mass,50K-100K,Verified,Branch,2023-07-20,Medium
75,11,78,Jaipur,Rajasthan,Mass,50K-100K,Verified,Branch,2025-02-03,Low
76,25,38,Delhi,Delhi,SME,100K-250K,Verified,Branch,2023-12-04,Low
77,35,33,Lucknow,Uttar Pradesh,Premium,25K-50K,Pending,Referral,2023-02-06,Low
78,24,69,Jaipur,Rajasthan,Mass,100K-250K,Verified,Referral,2023-12-31,High
79,43,43,Pune,Maharashtra,Mass,100K-250K,Pending,Digital,2022-06-11,Medium
80,42,24,Jaipur,Rajasthan,Affluent,<25K,Verified,Digital,2022-07-21,Low
81,15,28,Lucknow,Uttar Pradesh,Mass,25K-50K,Verified,Partner,2024-09-22,Low
82,39,47,Lucknow,Uttar Pradesh,SME,50K-100K,Verified,Branch,2022-09-27,Medium
83,21,51,Ahmedabad,Gujarat,Affluent,25K-50K,Rejected,Digital,2024-03-26,Medium
84,5,60,Hyderabad,Telangana,Affluent,50K-100K,Verified,Branch,2025-07-18,Low
85,33,61,Lucknow,Uttar Pradesh,Mass,50K-100K,Verified,Referral,2023-04-01,Low
86,6,49,Kolkata,West Bengal,Mass,50K-100K,Pending,Digital,2025-06-29,Medium
87,14,35,Bengaluru,Karnataka,Affluent,25K-50K,Verified,Digital,2024-10-13,Medium
88,38,48,Mumbai,Maharashtra,Mass,<25K,Verified,Branch,2022-10-23,Medium
89,24,44,Hyderabad,Telangana,Mass,25K-50K,Verified,Digital,2023-12-21,Medium
90,37,47,Hyderabad,Telangana,Mass,50K-100K,Verified,Digital,2022-12-04,Low
91,19,57,Chennai,Tamil Nadu,Mass,25K-50K,Verified,Partner,2024-05-28,Low
92,12,28,Hyderabad,Telangana,Mass,25K-50K,Verified,Partner,2024-12-12,Low
93,22,71,Jaipur,Rajasthan,Mass,<25K,Verified,Referral,2024-03-02,High
94,41,25,Chennai,Tamil Nadu,Mass,50K-100K,Verified,Partner,2022-08-05,Low
95,23,31,Chennai,Tamil Nadu,Mass,50K-100K,Pending,Partner,2024-02-03,High
96,42,71,Ahmedabad,Gujarat,Mass,25K-50K,Verified,Partner,2022-07-07,Medium
97,36,49,Kolkata,West Bengal,Premium,100K-250K,Verified,Digital,2023-01-15,Low
98,32,35,Indore,Madhya Pradesh,Affluent,250K+,Verified,Digital,2023-05-08,Low
99,13,50,Delhi,Delhi,Affluent,<25K,Verified,Digital,2024-11-30,Medium
100,9,71,Mumbai,Maharashtra,Mass,250K+,Verified,Digital,2025-03-26,Low
101,48,42,Mumbai,Maharashtra,Mass,50K-100K,Verified,Branch,2022-01-15,Medium
102,46,46,Mumbai,Maharashtra,Premium,50K-100K,Verified,Branch,2022-03-06,Medium
103,31,51,Surat,Gujarat,Affluent,25K-50K,Verified,Partner,2023-06-05,Low
104,3,40,Pune,Maharashtra,Premium,100K-250K,Verified,Digital,2025-09-29,Low
105,10,46,Chennai,Tamil Nadu,Mass,250K+,Verified,Digital,2025-02-26,Medium
106,27,40,Jaipur,Rajasthan,Affluent,100K-250K,Pending,Partner,2023-10-10,Low
107,12,52,Pune,Maharashtra,Affluent,250K+,Verified,Digital,2024-12-22,Low
108,9,18,Surat,Gujarat,Affluent,<25K,Verified,Referral,2025-03-08,Medium
109,28,40,Surat,Gujarat,Affluent,50K-100K,Verified,Partner,2023-08-16,Low
110,35,53,Indore,Madhya Pradesh,Mass,100K-250K,Verified,Digital,2023-01-27,Low
111,34,18,Indore,Madhya Pradesh,Premium,50K-100K,Verified,Partner,2023-02-23,Medium
112,39,20,Chennai,Tamil Nadu,Mass,<25K,Rejected,Branch,2022-10-16,Low
113,36,29,Kolkata,West Bengal,Mass,<25K,Verified,Partner,2023-01-14,Low
114,41,35,Chennai,Tamil Nadu,Affluent,250K+,Verified,Digital,2022-08-19,Low
115,14,66,Mumbai,Maharashtra,Affluent,100K-250K,Verified,Digital,2024-10-14,Low
116,47,51,Jaipur,Rajasthan,Premium,100K-250K,Verified,Digital,2022-02-10,Low
117,13,41,Hyderabad,Telangana,Mass,50K-100K,Verified,Digital,2024-11-17,Medium
118,44,36,Chennai,Tamil Nadu,Mass,25K-50K,Verified,Digital,2022-05-15,Low
119,42,77,Hyderabad,Telangana,SME,50K-100K,Verified,Referral,2022-07-20,Medium
120,22,19,Pune,Maharashtra,Mass,<25K,Verified,Digital,2024-02-19,Low
121,17,69,Jaipur,Rajasthan,Mass,50K-100K,Verified,Partner,2024-07-18,High
122,13,50,Mumbai,Maharashtra,Affluent,25K-50K,Verified,Digital,2024-11-22,Low
123,13,39,Hyderabad,Telangana,Premium,50K-100K,Verified,Digital,2024-12-07,Medium
124,31,73,Surat,Gujarat,Premium,<25K,Verified,Digital,2023-05-18,Medium
125,35,19,Bengaluru,Karnataka,Affluent,50K-100K,Verified,Partner,2023-02-11,Medium
126,21,61,Bengaluru,Karnataka,Mass,50K-100K,Pending,Branch,2024-03-15,Low
127,45,23,Indore,Madhya Pradesh,Affluent,25K-50K,Verified,Branch,2022-04-09,Low
128,25,59,Ahmedabad,Gujarat,Mass,25K-50K,Verified,Branch,2023-11-15,Low
129,24,37,Ahmedabad,Gujarat,Premium,50K-100K,Verified,Branch,2023-12-27,Low
130,16,41,Kolkata,West Bengal,Affluent,<25K,Verified,Partner,2024-08-18,Low
131,28,33,Surat,Gujarat,Affluent,25K-50K,Verified,Digital,2023-09-05,Low
132,27,49,Indore,Madhya Pradesh,Mass,100K-250K,Rejected,Digital,2023-10-05,Medium
133,14,19,Chennai,Tamil Nadu,Affluent,50K-100K,Verified,Digital,2024-10-25,Medium
134,7,76,Delhi,Delhi,Mass,100K-250K,Verified,Branch,2025-05-26,Low
135,31,66,Chennai,Tamil Nadu,Premium,50K-100K,Pending,Digital,2023-05-18,Medium
136,23,46,Hyderabad,Telangana,Mass,25K-50K,Pending,Digital,2024-02-06,Low
137,35,50,Ahmedabad,Gujarat,Affluent,50K-100K,Verified,Referral,2023-02-02,Low
138,19,36,Pune,Maharashtra,Mass,<25K,Pending,Digital,2024-05-20,Medium
139,22,27,Mumbai,Maharashtra,Mass,25K-50K,Verified,Referral,2024-03-05,Low
140,35,56,Chennai,Tamil Nadu,SME,50K-100K,Verified,Partner,2023-01-28,Low
141,41,45,Ahmedabad,Gujarat,Mass,25K-50K,Rejected,Branch,2022-07-26,Medium
142,14,22,Mumbai,Maharashtra,Affluent,50K-100K,Verified,Digital,2024-11-04,Medium
143,19,39,Mumbai,Maharashtra,Affluent,25K-50K,Verified,Branch,2024-06-10,Medium
144,19,61,Indore,Madhya Pradesh,Affluent,25K-50K,Verified,Digital,2024-05-13,Low
145,23,36,Indore,Madhya Pradesh,Affluent,25K-50K,Verified,Partner,2024-01-13,Medium
146,6,21,Bengaluru,Karnataka,Mass,100K-250K,Verified,Partner,2025-06-18,Medium
147,29,61,Mumbai,Maharashtra,Mass,50K-100K,Pending,Partner,2023-07-18,Medium
148,14,71,Pune,Maharashtra,Premium,50K-100K,Verified,Digital,2024-10-17,Low
149,45,37,Chennai,Tamil Nadu,SME,<25K,Verified,Digital,2022-04-06,Low
150,32,57,Indore,Madhya Pradesh,Mass,<25K,Verified,Referral,2023-04-30,High
151,1,26,Chennai,Tamil Nadu,Mass,250K+,Verified,Digital,2025-12-01,Medium
152,41,37,Bengaluru,Karnataka,Premium,50K-100K,Verified,Digital,2022-08-19,Medium
153,23,77,Delhi,Delhi,Mass,<25K,Verified,Digital,2024-01-19,Medium
154,8,35,Mumbai,Maharashtra,Mass,50K-100K,Pending,Digital,2025-04-09,Low
155,30,68,Delhi,Delhi,Mass,25K-50K,Verified,Branch,2023-06-25,Medium
156,13,75,Surat,Gujarat,Mass,100K-250K,Verified,Digital,2024-11-25,Low
157,31,47,Jaipur,Rajasthan,Premium,25K-50K,Rejected,Branch,2023-06-09,Medium
158,9,44,Surat,Gujarat,Mass,<25K,Verified,Branch,2025-03-29,Low
159,6,72,Chennai,Tamil Nadu,Affluent,25K-50K,Pending,Branch,2025-06-20,High
160,11,62,Indore,Madhya Pradesh,Mass,100K-250K,Pending,Digital,2025-01-14,Low
161,29,44,Lucknow,Uttar Pradesh,Mass,50K-100K,Verified,Referral,2023-08-01,Low
162,26,68,Ahmedabad,Gujarat,Affluent,<25K,Verified,Partner,2023-11-13,Low
163,30,31,Bengaluru,Karnataka,Mass,50K-100K,Verified,Branch,2023-07-11,Medium
164,14,42,Chennai,Tamil Nadu,Mass,<25K,Verified,Digital,2024-10-09,Medium
165,27,40,Indore,Madhya Pradesh,Mass,25K-50K,Verified,Referral,2023-10-08,Medium
166,22,70,Kolkata,West Bengal,Affluent,50K-100K,Verified,Partner,2024-03-06,Low
167,13,52,Indore,Madhya Pradesh,Affluent,<25K,Verified,Branch,2024-11-17,Low
168,3,62,Delhi,Delhi,Affluent,100K-250K,Verified,Digital,2025-09-25,Low
169,3,76,Bengaluru,Karnataka,Mass,<25K,Verified,Digital,2025-09-16,Low
170,3,23,Bengaluru,Karnataka,Affluent,50K-100K,Verified,Partner,2025-10-03,Low
171,6,58,Lucknow,Uttar Pradesh,Mass,50K-100K,Verified,Referral,2025-06-08,High
172,42,59,Jaipur,Rajasthan,Affluent,25K-50K,Verified,Branch,2022-07-09,Medium
173,7,80,Lucknow,Uttar Pradesh,Affluent,50K-100K,Verified,Digital,2025-06-02,Low
174,1,68,Mumbai,Maharashtra,Mass,<25K,Verified,Digital,2025-11-09,High
175,2,27,Jaipur,Rajasthan,Affluent,50K-100K,Verified,Digital,2025-11-01,Medium
176,5,18,Mumbai,Maharashtra,Mass,<25K,Verified,Digital,2025-07-30,Low
177,27,37,Indore,Madhya Pradesh,Mass,50K-100K,Verified,Branch,2023-09-25,Medium
178,27,20,Surat,Gujarat,Affluent,100K-250K,Verified,Partner,2023-09-20,Low
179,16,42,Kolkata,West Bengal,Mass,25K-50K,Verified,Branch,2024-08-30,Medium
180,5,56,Indore,Madhya Pradesh,Mass,25K-50K,Verified,Referral,2025-07-06,Low
181,2,64,Lucknow,Uttar Pradesh,Mass,50K-100K,Verified,Referral,2025-10-14,Low
182,25,37,Hyderabad,Telangana,Premium,100K-250K,Pending,Branch,2023-12-11,Low
183,0,53,Surat,Gujarat,Affluent,25K-50K,Verified,Referral,2025-12-05,Low
184,27,66,Ahmedabad,Gujarat,Mass,<25K,Verified,Digital,2023-10-11,Low
185,38,63,Mumbai,Maharashtra,Affluent,250K+,Verified,Partner,2022-11-14,Low
186,7,49,Mumbai,Maharashtra,Mass,<25K,Verified,Digital,2025-06-02,Low
187,6,74,Pune,Maharashtra,Mass,50K-100K,Verified,Digital,2025-06-11,Low
188,25,32,Chennai,Tamil Nadu,Mass,50K-100K,Verified,Partner,2023-11-15,Low
189,26,56,Chennai,Tamil Nadu,Mass,50K-100K,Verified,Branch,2023-10-26,Low
190,2,18,Delhi,Delhi,Mass,<25K,Verified,Digital,2025-10-29,Low
191,6,66,Delhi,Delhi,SME,50K-100K,Verified,Digital,2025-06-10,Low
192,10,56,Hyderabad,Telangana,Mass,25K-50K,Verified,Branch,2025-02-10,Low
193,34,45,Delhi,Delhi,SME,50K-100K,Verified,Partner,2023-03-18,Low
194,29,46,Hyderabad,Telangana,Mass,100K-250K,Verified,Branch,2023-07-18,Low
195,5,49,Chennai,Tamil Nadu,Mass,<25K,Verified,Digital,2025-07-15,Low
196,1,18,Hyderabad,Telangana,Mass,50K-100K,Verified,Partner,2025-11-10,Low
197,1,78,Pune,Maharashtra,SME,25K-50K,Verified,Digital,2025-11-11,Medium
198,10,25,Indore,Madhya Pradesh,Affluent,<25K,Verified,Referral,2025-02-10,Medium
199,17,63,Bengaluru,Karnataka,Mass,50K-100K,Verified,Digital,2024-08-09,Medium
200,11,51,Delhi,Delhi,Mass,<25K,Verified,Branch,2025-01-09,Low
201,25,58,Mumbai,Maharashtra,Affluent,25K-50K,Rejected,Digital,2023-11-30,Low
202,44,20,Chennai,Tamil Nadu,Affluent,25K-50K,Verified,Digital,2022-04-23,Low
203,48,56,Hyderabad,Telangana,Mass,50K-100K,Verified,Partner,2022-01-02,Low
204,27,66,Jaipur,Rajasthan,Mass,50K-100K,Verified,Digital,2023-10-04,Low
205,41,42,Surat,Gujarat,Mass,<25K,Verified,Branch,2022-08-08,Low
206,20,27,Mumbai,Maharashtra,Affluent,25K-50K,Verified,Digital,2024-05-04,Low
207,7,33,Jaipur,Rajasthan,Affluent,25K-50K,Verified,Referral,2025-06-02,Low
208,35,77,Ahmedabad,Gujarat,SME,25K-50K,Verified,Digital,2023-01-20,Medium
209,1,30,Surat,Gujarat,Affluent,25K-50K,Verified,Branch,2025-11-27,Low
210,10,27,Indore,Madhya Pradesh,Affluent,50K-100K,Verified,Referral,2025-02-27,Low
211,12,63,Indore,Madhya Pradesh,Mass,<25K,Verified,Branch,2024-12-12,Low
212,24,77,Lucknow,Uttar Pradesh,Mass,25K-50K,Pending,Digital,2023-12-31,Medium
213,0,69,Hyderabad,Telangana,Affluent,<25K,Verified,Referral,2025-12-10,Low
214,40,50,Lucknow,Uttar Pradesh,Mass,25K-50K,Verified,Digital,2022-09-04,Low
215,20,56,Delhi,Delhi,Mass,<25K,Verified,Digital,2024-04-15,Low
216,41,23,Bengaluru,Karnataka,Mass,50K-100K,Verified,Digital,2022-07-22,Low
217,8,22,Surat,Gujarat,Affluent,25K-50K,Rejected,Digital,2025-04-22,Low
218,44,18,Jaipur,Rajasthan,Mass,50K-100K,Verified,Digital,2022-05-03,Low
219,35,56,Surat,Gujarat,Affluent,100K-250K,Verified,Digital,2023-02-05,Medium
220,23,71,Delhi,Delhi,Mass,25K-50K,Verified,Branch,2024-02-06,Low
221,38,79,Ahmedabad,Gujarat,Mass,100K-250K,Verified,Referral,2022-10-21,Medium
222,39,45,Surat,Gujarat,Affluent,25K-50K,Pending,Digital,2022-10-07,Low
223,19,78,Mumbai,Maharashtra,Mass,25K-50K,Rejected,Referral,2024-06-02,Medium
224,42,21,Hyderabad,Telangana,Affluent,250K+,Verified,Partner,2022-07-17,Low
225,16,51,Bengaluru,Karnataka,Mass,50K-100K,Verified,Digital,2024-09-08,Medium
226,23,75,Surat,Gujarat,Mass,25K-50K,Verified,Branch,2024-01-22,Low
227,43,54,Delhi,Delhi,Mass,50K-100K,Verified,Digital,2022-05-24,Low
228,28,19,Bengaluru,Karnataka,Affluent,<25K,Verified,Digital,2023-09-01,Low
229,7,45,Bengaluru,Karnataka,Affluent,<25K,Verified,Digital,2025-05-09,Low
230,10,20,Jaipur,Rajasthan,Affluent,50K-100K,Verified,Digital,2025-02-21,Low
231,42,43,Bengaluru,Karnataka,SME,50K-100K,Verified,Referral,2022-07-06,Medium
232,3,69,Jaipur,Rajasthan,Mass,25K-50K,Verified,Branch,2025-09-11,Low
233,33,25,Hyderabad,Telangana,Affluent,100K-250K,Verified,Digital,2023-04-09,Medium
234,2,40,Mumbai,Maharashtra,Mass,100K-250K,Verified,Digital,2025-10-04,Medium
235,26,73,Ahmedabad,Gujarat,Affluent,100K-250K,Verified,Branch,2023-10-22,Low
236,23,36,Surat,Gujarat,Mass,<25K,Verified,Branch,2024-02-03,High
237,16,57,Chennai,Tamil Nadu,Affluent,<25K,Verified,Branch,2024-08-12,Low
238,35,79,Delhi,Delhi,Mass,50K-100K,Verified,Branch,2023-02-07,High
239,3,75,Jaipur,Rajasthan,Affluent,50K-100K,Verified,Digital,2025-10-01,Low
240,43,20,Kolkata,West Bengal,Affluent,100K-250K,Verified,Digital,2022-05-27,Low
241,9,44,Pune,Maharashtra,Premium,50K-100K,Verified,Digital,2025-03-17,Low
242,19,58,Delhi,Delhi,Mass,<25K,Verified,Partner,2024-05-13,Medium
243,32,30,Pune,Maharashtra,Affluent,250K+,Verified,Digital,2023-05-04,Medium
244,17,72,Indore,Madhya Pradesh,Mass,<25K,Verified,Digital,2024-07-17,Low
245,30,57,Kolkata,West Bengal,Mass,100K-250K,Verified,Digital,2023-07-05,Medium
246,37,53,Indore,Madhya Pradesh,Affluent,250K+,Verified,Partner,2022-12-04,Medium
247,19,69,Chennai,Tamil Nadu,Mass,25K-50K,Verified,Branch,2024-05-21,Medium
248,27,46,Chennai,Tamil Nadu,SME,50K-100K,Verified,Partner,2023-10-03,Low
249,32,51,Indore,Madhya Pradesh,Mass,<25K,Verified,Partner,2023-04-18,High
250,43,80,Hyderabad,Telangana,Mass,25K-50K,Verified,Partner,2022-05-31,Medium
251,0,18,Surat,Gujarat,Affluent,25K-50K,Verified,Digital,2025-12-09,Medium
252,4,69,Indore,Madhya Pradesh,Mass,250K+,Verified,Digital,2025-08-14,Low
253,39,74,Mumbai,Maharashtra,Mass,<25K,Verified,Digital,2022-09-20,Medium
254,43,73,Surat,Gujarat,Premium,50K-100K,Rejected,Branch,2022-05-24,Low
255,37,32,Kolkata,West Bengal,Mass,50K-100K,Verified,Digital,2022-12-12,Low
256,27,35,Bengaluru,Karnataka,Mass,<25K,Verified,Digital,2023-09-16,Medium
257,14,59,Chennai,Tamil Nadu,Affluent,50K-100K,Verified,Referral,2024-10-13,Medium
258,19,27,Ahmedabad,Gujarat,Mass,<25K,Verified,Referral,2024-05-30,Low
259,48,65,Delhi,Delhi,Affluent,25K-50K,Verified,Digital,2022-01-02,Low
260,18,75,Hyderabad,Telangana,Affluent,<25K,Verified,Referral,2024-06-15,Low
261,4,23,Jaipur,Rajasthan,Premium,25K-50K,Verified,Digital,2025-08-20,Medium
262,40,28,Lucknow,Uttar Pradesh,Mass,50K-100K,Verified,Branch,2022-09-11,Medium
263,33,38,Delhi,Delhi,Affluent,25K-50K,Rejected,Referral,2023-03-29,Low
264,13,66,Ahmedabad,Gujarat,Mass,50K-100K,Verified,Partner,2024-11-26,High
265,9,50,Jaipur,Rajasthan,Mass,25K-50K,Rejected,Digital,2025-03-29,Low
266,14,79,Indore,Madhya Pradesh,Mass,25K-50K,Verified,Digital,2024-10-11,Low
267,48,30,Bengaluru,Karnataka,Affluent,25K-50K,Verified,Digital,2022-01-09,Low
268,6,56,Chennai,Tamil Nadu,Affluent,50K-100K,Verified,Referral,2025-06-10,Low
269,11,27,Hyderabad,Telangana,Affluent,100K-250K,Verified,Digital,2025-01-27,Low
270,21,31,Surat,Gujarat,Affluent,25K-50K,Verified,Referral,2024-03-26,Low
271,41,61,Surat,Gujarat,Mass,25K-50K,Verified,Digital,2022-07-27,High
272,10,34,Indore,Madhya Pradesh,Affluent,50K-100K,Verified,Digital,2025-02-28,Medium
273,35,80,Ahmedabad,Gujarat,Mass,25K-50K,Verified,Partner,2023-02-08,Low
274,43,31,Ahmedabad,Gujarat,Premium,50K-100K,Verified,Digital,2022-06-01,Low
275,46,18,Lucknow,Uttar Pradesh,Mass,50K-100K,Verified,Digital,2022-02-23,Medium
276,10,39,Chennai,Tamil Nadu,SME,25K-50K,Verified,Branch,2025-02-17,Low
277,27,42,Chennai,Tamil Nadu,Mass,25K-50K,Verified,Partner,2023-09-20,High
278,29,29,Mumbai,Maharashtra,Mass,<25K,Verified,Partner,2023-08-10,High
279,0,52,Chennai,Tamil Nadu,Affluent,100K-250K,Verified,Referral,2025-12-14,Low
280,0,30,Mumbai,Maharashtra,Premium,25K-50K,Verified,Digital,2025-12-16,High
281,45,74,Indore,Madhya Pradesh,Mass,<25K,Verified,Referral,2022-04-14,Low
282,40,31,Hyderabad,Telangana,Premium,50K-100K,Verified,Partner,2022-09-11,Low
283,7,44,Kolkata,West Bengal,Affluent,<25K,Verified,Digital,2025-06-04,Low
284,10,70,Lucknow,Uttar Pradesh,Premium,<25K,Verified,Partner,2025-02-09,Low
285,31,54,Indore,Madhya Pradesh,Affluent,50K-100K,Verified,Digital,2023-05-25,Low
286,45,32,Lucknow,Uttar Pradesh,Affluent,50K-100K,Verified,Digital,2022-04-09,Low
287,43,33,Delhi,Delhi,Affluent,100K-250K,Verified,Partner,2022-06-02,Low
288,18,49,Mumbai,Maharashtra,Affluent,25K-50K,Verified,Digital,2024-07-02,Low
289,19,46,Delhi,Delhi,Affluent,25K-50K,Verified,Digital,2024-05-27,Medium
290,37,79,Kolkata,West Bengal,Premium,<25K,Verified,Digital,2022-12-04,Low
291,21,21,Bengaluru,Karnataka,Mass,50K-100K,Verified,Partner,2024-04-01,Medium
292,9,28,Chennai,Tamil Nadu,Mass,25K-50K,Verified,Partner,2025-04-01,Low
293,16,47,Mumbai,Maharashtra,Premium,50K-100K,Verified,Digital,2024-08-14,Low
294,43,68,Surat,Gujarat,Premium,50K-100K,Verified,Digital,2022-06-10,Low
295,22,35,Surat,Gujarat,Affluent,<25K,Verified,Partner,2024-03-11,High
296,35,43,Surat,Gujarat,Affluent,25K-50K,Verified,Digital,2023-02-02,Low
