ticket_id,customer_id,created_at,issue_category,priority,channel,ticket_status,resolution_hours,customer_satisfaction,agent_team
6023346,1095855,2024-01-02 05:08:34,Payment Failed,Low,Email,Resolved,9.9,5.0,Accounts
6010717,1066041,2024-01-02 05:32:34,Payment Failed,Medium,Email,Resolved,10.0,5.0,Accounts
6061832,1022656,2024-01-02 05:35:21,Transfer Delayed,Low,Email,Open,28.5,4.5,Payments
6071368,1004186,2024-01-02 05:50:04,Fraud Concern,Medium,Phone,Escalated,21.2,5.0,Accounts
6063809,1064919,2024-01-02 06:11:42,Cash Withdrawal,Low,In-App,Resolved,28.3,3.2,KYC
6043678,1023332,2024-01-02 06:25:44,Refund Delayed,Medium,In-App,Resolved,12.3,4.6,Accounts
6066520,1004693,2024-01-02 06:57:09,Merchant Dispute,Medium,Email,Resolved,19.2,4.9,Accounts
6076299,1013204,2024-01-02 07:07:41,Account Access,Medium,Chat,Resolved,7.4,5.0,Accounts
6046932,1074991,2024-01-02 07:11:33,Chargeback,Critical,In-App,Resolved,26.4,4.5,Payments
6062330,1030038,2024-01-02 07:15:48,Refund Delayed,High,In-App,Resolved,24.5,4.3,KYC
6028950,1094193,2024-01-02 07:19:09,Chargeback,Medium,In-App,Open,21.1,5.0,Fraud
6078747,1052985,2024-01-02 07:27:19,Account Access,Medium,Phone,Resolved,1.9,5.0,KYC
6007057,1014012,2024-01-02 07:59:18,Transfer Delayed,Critical,Email,Resolved,62.3,4.3,Technical
6013121,1074174,2024-01-02 08:13:28,Account Access,Medium,Phone,Resolved,4.9,5.0,Fraud
6048454,1013142,2024-01-02 08:21:12,Fraud Concern,Low,In-App,Resolved,8.0,5.0,KYC
6078138,1043164,2024-01-02 08:45:56,Chargeback,Low,In-App,Resolved,24.2,3.6,Cards
6023109,1000442,2024-01-02 08:49:06,Transfer Delayed,Low,In-App,Resolved,4.0,4.4,Payments
6038274,1001078,2024-01-02 08:56:40,Merchant Dispute,High,In-App,Open,18.3,4.8,Technical
6009849,1006895,2024-01-02 09:03:14,Payment Failed,Medium,Chat,Pending Customer,12.8,4.6,Technical
6066617,1013044,2024-01-02 09:05:32,Cash Withdrawal,Medium,Phone,Open,10.0,5.0,Accounts
6084971,1059333,2024-01-02 09:22:08,Merchant Dispute,Critical,In-App,Open,34.1,5.0,KYC
6048505,1083042,2024-01-02 09:24:50,Cash Withdrawal,Medium,In-App,Resolved,18.2,5.0,Fraud
6045391,1028582,2024-01-02 09:40:09,Refund Delayed,Low,Chat,Resolved,43.4,3.9,Fraud
6073998,1026491,2024-01-02 09:49:16,Transfer Delayed,Medium,In-App,Pending Customer,5.7,4.8,Accounts
6016624,1112332,2024-01-02 10:27:55,Cash Withdrawal,High,Phone,Resolved,25.2,4.5,Payments
6029027,1111795,2024-01-02 10:29:15,Cash Withdrawal,Low,Email,Pending Customer,37.9,4.2,Fraud
6042402,1019793,2024-01-02 10:31:17,Payment Failed,Medium,Chat,Resolved,6.1,3.9,Accounts
6002445,1096884,2024-01-02 10:38:27,Transfer Delayed,Low,Email,Open,18.1,4.5,Fraud
6088153,1115138,2024-01-02 10:43:53,Payment Failed,Medium,In-App,Open,16.5,4.5,KYC
6012981,1029797,2024-01-02 10:44:26,Refund Delayed,Medium,Chat,Resolved,7.9,4.2,Fraud
6035202,1069982,2024-01-02 10:45:34,Merchant Dispute,High,In-App,Resolved,16.1,5.0,Fraud
6048389,1119727,2024-01-02 10:47:34,Account Access,Medium,In-App,Resolved,4.1,5.0,KYC
6039055,1019691,2024-01-02 11:06:59,Payment Failed,Low,Chat,Resolved,15.5,4.9,Technical
6074110,1064878,2024-01-02 11:33:44,KYC,Medium,Chat,Open,36.8,4.5,Payments
6061517,1053932,2024-01-02 11:48:57,Chargeback,High,Chat,Resolved,21.5,4.8,Fraud
6081631,1047715,2024-01-02 12:04:40,Account Access,Medium,Email,Resolved,1.9,3.6,Technical
6078369,1019797,2024-01-02 12:05:21,Chargeback,High,Chat,Resolved,15.3,4.2,Technical
6052217,1022404,2024-01-02 12:13:26,Account Access,High,Email,Resolved,14.9,4.4,Accounts
6039477,1019075,2024-01-02 12:13:34,Fraud Concern,Medium,Social,Resolved,6.2,5.0,Payments
6000919,1014961,2024-01-02 12:18:17,Account Access,Low,Social,Open,30.8,3.6,Accounts
6030672,1093327,2024-01-02 12:18:36,Cash Withdrawal,Critical,Chat,Resolved,47.2,4.2,Technical
6080238,1085635,2024-01-02 12:21:26,Merchant Dispute,Low,Chat,Resolved,18.3,4.7,Payments
6010746,1064609,2024-01-02 12:37:24,Payment Failed,Low,In-App,Resolved,20.5,5.0,Cards
6087399,1067372,2024-01-02 12:54:26,Transfer Delayed,Low,In-App,Open,19.7,4.3,Payments
6061879,1106167,2024-01-02 13:07:18,Payment Failed,Medium,In-App,Pending Customer,11.1,4.4,Fraud
6085462,1092145,2024-01-02 13:10:05,KYC,Medium,In-App,Pending Customer,22.6,5.0,KYC
6061325,1096743,2024-01-02 13:17:05,App Technical Issue,Medium,Phone,Resolved,10.4,5.0,Accounts
6009121,1067773,2024-01-02 13:24:09,Payment Failed,High,Email,Resolved,21.5,4.8,KYC
6039084,1065723,2024-01-02 13:53:57,Fraud Concern,Medium,Chat,Resolved,10.2,5.0,Cards
6039340,1044527,2024-01-02 14:13:36,Merchant Dispute,High,In-App,Resolved,13.3,4.5,KYC
6073278,1095771,2024-01-02 14:21:27,Payment Failed,Medium,In-App,Resolved,24.3,4.2,Fraud
6004111,1050449,2024-01-02 14:32:20,Chargeback,Medium,In-App,Resolved,16.7,3.9,KYC
6070798,1009653,2024-01-02 14:36:44,Payment Failed,Medium,In-App,Pending Customer,9.2,5.0,Cards
6019844,1008001,2024-01-02 14:39:07,Payment Failed,High,In-App,Resolved,22.6,4.4,Accounts
6042334,1105712,2024-01-02 14:49:36,Chargeback,Low,In-App,Resolved,19.2,5.0,Cards
6071082,1015228,2024-01-02 14:58:09,Payment Failed,Medium,Phone,Escalated,45.0,3.0,Accounts
6061238,1027794,2024-01-02 15:04:16,Transfer Delayed,Critical,Email,Resolved,20.3,5.0,Fraud
6080245,1032710,2024-01-02 15:04:54,Payment Failed,Low,In-App,Resolved,3.9,4.6,Technical
6085821,1073799,2024-01-02 15:10:00,Fraud Concern,Low,Email,Resolved,16.2,5.0,Technical
6051750,1019871,2024-01-02 15:14:14,KYC,High,Email,Escalated,40.0,3.4,Accounts
6027359,1085972,2024-01-02 15:38:17,Transfer Delayed,Low,In-App,Escalated,10.6,3.8,Cards
6052855,1051433,2024-01-02 15:41:58,Payment Failed,Medium,Phone,Open,33.4,4.4,Fraud
6004345,1079960,2024-01-02 15:50:32,Transfer Delayed,Low,In-App,Resolved,14.7,5.0,Fraud
6063970,1012950,2024-01-02 16:06:16,App Technical Issue,Medium,In-App,Open,11.5,4.8,Cards
6069256,1066274,2024-01-02 16:09:43,Payment Failed,High,Phone,Resolved,36.5,4.8,Cards
6058023,1098130,2024-01-02 16:18:01,Payment Failed,Medium,Chat,Resolved,15.3,5.0,Cards
6058418,1037142,2024-01-02 16:26:19,Cash Withdrawal,Medium,Phone,Resolved,14.6,5.0,KYC
6038909,1084856,2024-01-02 16:42:46,Payment Failed,Low,Chat,Open,5.8,5.0,Accounts
6042972,1020333,2024-01-02 16:53:25,Fraud Concern,Medium,In-App,Resolved,9.7,4.6,KYC
6045665,1038430,2024-01-02 16:55:27,Payment Failed,Medium,Email,Resolved,6.7,5.0,Cards
6062843,1018000,2024-01-02 16:59:02,Chargeback,Low,Phone,Resolved,13.8,4.8,Payments
6000745,1095137,2024-01-02 17:12:05,KYC,Medium,Social,Resolved,39.3,4.7,Fraud
6042030,1083964,2024-01-02 17:20:42,App Technical Issue,Medium,In-App,Resolved,12.1,5.0,Cards
6020610,1063682,2024-01-02 17:37:49,App Technical Issue,Low,Email,Resolved,4.0,5.0,Fraud
6014807,1084763,2024-01-02 17:37:59,Transfer Delayed,Low,Social,Resolved,8.0,5.0,Cards
6065115,1119798,2024-01-02 17:39:42,Cash Withdrawal,Low,Chat,Resolved,10.8,4.6,Payments
6040953,1094972,2024-01-02 17:45:50,Transfer Delayed,Critical,Email,Resolved,58.1,3.3,Accounts
6006390,1068015,2024-01-02 17:55:44,Payment Failed,Medium,Email,Resolved,5.8,5.0,Accounts
6048989,1064302,2024-01-02 18:06:14,Account Access,Medium,In-App,Resolved,21.5,4.1,Fraud
6012780,1074618,2024-01-02 18:20:22,Fraud Concern,Low,In-App,Resolved,29.8,4.0,Technical
6024192,1045112,2024-01-02 18:21:52,Refund Delayed,Medium,In-App,Resolved,21.5,3.0,Accounts
6046688,1060374,2024-01-02 18:38:32,Chargeback,Low,Chat,Resolved,17.7,4.6,Payments
6083758,1087491,2024-01-02 18:43:11,KYC,Medium,In-App,Resolved,3.3,5.0,Fraud
6029149,1011845,2024-01-02 18:50:25,Fraud Concern,Medium,Chat,Resolved,6.6,4.8,Payments
6044583,1111819,2024-01-02 19:04:10,Chargeback,Medium,Chat,Resolved,25.2,4.0,Payments
6009109,1007907,2024-01-02 19:08:46,Transfer Delayed,Medium,Phone,Open,19.0,5.0,Technical
6069247,1062519,2024-01-02 19:11:31,Fraud Concern,Low,Chat,Resolved,22.6,5.0,KYC
6025785,1061733,2024-01-02 19:14:17,Payment Failed,Low,In-App,Open,7.1,5.0,KYC
6015762,1074548,2024-01-02 19:20:03,Payment Failed,Low,Email,Resolved,11.3,5.0,Cards
6059644,1047813,2024-01-02 19:21:20,Chargeback,Low,Phone,Resolved,37.7,4.6,KYC
6026805,1009522,2024-01-02 19:29:17,Chargeback,High,Chat,Resolved,22.3,4.7,Technical
6000387,1078289,2024-01-02 20:04:07,Cash Withdrawal,Medium,Email,Resolved,39.8,4.7,Fraud
6047126,1091271,2024-01-02 20:05:15,Payment Failed,Medium,Email,Resolved,16.0,5.0,Fraud
6077836,1087169,2024-01-02 20:10:58,Refund Delayed,Low,Chat,Resolved,27.6,4.8,Fraud
6020466,1043330,2024-01-02 20:12:25,Chargeback,Medium,Email,Resolved,17.4,5.0,Cards
6049606,1003212,2024-01-02 20:19:02,Fraud Concern,Medium,Chat,Resolved,4.1,5.0,Technical
6082909,1104197,2024-01-02 20:21:41,Account Access,Critical,In-App,Pending Customer,27.1,4.6,Cards
6037519,1033503,2024-01-02 20:44:35,Merchant Dispute,Medium,Chat,Escalated,69.4,1.5,Accounts
6065129,1000846,2024-01-02 20:49:07,Fraud Concern,Low,Chat,Resolved,8.3,4.7,Accounts
6077207,1101228,2024-01-02 21:18:17,App Technical Issue,High,Phone,Resolved,19.4,5.0,Accounts
6069902,1011845,2024-01-02 21:21:58,Transfer Delayed,Medium,Email,Resolved,19.4,5.0,Cards
6043013,1071516,2024-01-02 21:41:49,App Technical Issue,Medium,Email,Escalated,11.4,5.0,KYC
6059545,1053873,2024-01-02 22:09:24,Account Access,Medium,Phone,Resolved,32.5,3.6,Cards
6070009,1028057,2024-01-02 22:29:36,Account Access,Low,In-App,Resolved,16.7,4.8,Fraud
6065205,1001816,2024-01-02 22:29:52,Account Access,Low,In-App,Resolved,2.7,5.0,Technical
6006199,1029165,2024-01-02 22:32:39,Transfer Delayed,Low,Chat,Resolved,7.1,4.7,Accounts
6078588,1023351,2024-01-02 22:42:53,Merchant Dispute,Low,Email,Resolved,22.5,3.8,Accounts
6079744,1015020,2024-01-02 22:43:18,Transfer Delayed,Medium,In-App,Resolved,21.4,2.9,Accounts
6059822,1079795,2024-01-02 23:14:43,Fraud Concern,Low,Chat,Resolved,16.5,4.1,Accounts
6059048,1079201,2024-01-02 23:14:57,Payment Failed,Low,Social,Resolved,24.8,3.7,Payments
6010946,1106204,2024-01-02 23:29:02,Refund Delayed,Low,Chat,Resolved,15.2,4.5,Payments
6024961,1057533,2024-01-02 23:39:55,Transfer Delayed,Low,In-App,Resolved,28.7,4.6,Payments
6068617,1081551,2024-01-02 23:52:18,Transfer Delayed,Medium,In-App,Resolved,8.3,4.7,Payments
6055502,1026275,2024-01-02 23:54:52,Cash Withdrawal,High,Social,Open,19.0,5.0,Fraud
