account_id,customer_id,account_type,account_status,opened_date,current_balance_inr,credit_limit_inr
7000034,1004145,Savings,Active,2024-04-06,6659.28,0
7000035,1096796,Savings,Closed,2023-07-29,8768.92,0
7000036,1115348,Savings,Active,2024-09-04,14321.56,0
7000037,1105594,Savings,Active,2024-04-06,4540.2,0
7000038,1009718,Wallet,Closed,2026-03-22,2130.08,0
7000039,1063667,Wallet,Active,2019-04-10,1485.6,0
7000040,1053628,Savings,Active,2021-02-14,897.53,0
7000041,1098007,Wallet,Active,2019-11-18,2933.03,0
7000042,1087711,Credit Line,Dormant,2022-01-13,13550.0,200000
7000043,1023679,Savings,Active,2019-09-26,3483.28,0
7000044,1119082,Wallet,Active,2022-12-15,5536.28,0
7000045,1057654,Savings,Active,2019-08-08,538.12,0
7000046,1017759,Current,Closed,2023-06-09,2034.47,0
7000047,1003359,Wallet,Dormant,2024-11-25,7226.36,0
7000048,1032831,Credit Line,Dormant,2026-06-17,10327.13,50000
7000049,1106200,Savings,Active,2025-07-04,21012.94,0
7000050,1113877,Current,Active,2023-03-30,4469.14,0
7000051,1078957,Wallet,Active,2020-07-11,2533.56,0
7000052,1057700,Wallet,Active,2020-03-23,839.11,0
7000053,1092118,Wallet,Active,2019-11-11,4032.95,0
7000054,1111595,Current,Closed,2021-11-13,6913.77,0
7000055,1035562,Wallet,Active,2025-11-05,5066.14,0
7000056,1113410,Wallet,Frozen,2026-02-22,13261.73,0
7000057,1036166,Current,Active,2022-08-22,2848.34,0
7000058,1003712,Savings,Active,2021-10-23,4955.87,0
7000059,1006852,Savings,Active,2023-02-20,7079.39,0
7000060,1002887,Wallet,Active,2022-08-01,19126.69,0
7000061,1106734,Wallet,Active,2023-03-08,11236.9,0
7000062,1105384,Wallet,Closed,2024-05-02,140022.25,0
7000063,1042697,Wallet,Active,2023-10-07,15204.19,0
7000064,1104895,Savings,Active,2021-06-18,2229.3,0
7000065,1114372,Wallet,Active,2024-08-12,5517.23,0
7000066,1071786,Credit Line,Active,2023-09-14,2867.5,200000
7000067,1020688,Current,Active,2024-12-10,7274.77,0
7000068,1007384,Credit Line,Frozen,2022-12-05,37886.66,100000
7000069,1001204,Wallet,Active,2020-12-26,63696.75,0
7000070,1045213,Credit Line,Active,2022-02-27,1778.7,100000
7000071,1005561,Wallet,Active,2025-11-26,45283.42,0
7000072,1001538,Wallet,Active,2020-01-21,10983.48,0
7000073,1088781,Current,Active,2024-03-08,2195.14,0
7000074,1045188,Wallet,Active,2025-07-27,3707.61,0
7000075,1097337,Current,Dormant,2019-03-25,4231.71,0
7000076,1070711,Savings,Active,2023-08-30,27177.97,0
7000077,1014006,Wallet,Closed,2026-01-27,23820.98,0
7000078,1036009,Savings,Active,2023-07-13,40172.42,0
7000079,1003164,Wallet,Active,2025-06-04,31214.88,0
7000080,1085300,Savings,Closed,2025-12-18,10853.55,0
7000081,1106761,Wallet,Active,2019-10-30,6974.87,0
7000082,1089420,Savings,Active,2020-08-19,3617.19,0
7000083,1010735,Wallet,Active,2024-04-21,3624.61,0
7000084,1046345,Wallet,Active,2019-07-26,1575.77,0
7000085,1044787,Savings,Active,2019-09-25,1015.43,0
7000086,1061668,Wallet,Active,2023-01-19,6582.7,0
7000087,1111960,Wallet,Active,2022-04-20,11228.88,0
7000088,1042748,Wallet,Active,2023-10-26,11244.89,0
7000089,1031017,Current,Active,2019-09-29,2002.26,0
7000090,1008712,Current,Active,2022-07-07,24048.28,0
7000091,1097551,Wallet,Active,2020-07-08,3941.13,0
7000092,1119586,Wallet,Closed,2021-01-08,17217.39,0
7000093,1000172,Wallet,Active,2023-12-25,65643.26,0
7000094,1077483,Wallet,Active,2020-08-04,5775.64,0
7000095,1033671,Wallet,Active,2024-07-07,14709.26,0
7000096,1060155,Wallet,Active,2020-10-01,4804.35,0
7000097,1085190,Wallet,Active,2023-10-03,3988.83,0
7000098,1023288,Wallet,Active,2023-06-14,15221.14,0
7000099,1072158,Savings,Active,2021-12-04,31045.1,0
7000100,1076057,Wallet,Active,2019-05-05,7556.81,0
7000101,1080230,Wallet,Active,2020-08-20,3887.03,0
7000102,1013438,Wallet,Active,2025-05-06,1261.05,0
7000103,1096554,Savings,Frozen,2019-10-30,185.05,0
7000104,1025683,Savings,Active,2025-01-19,19185.84,0
7000105,1072198,Wallet,Active,2024-11-03,7417.35,0
7000106,1056012,Wallet,Dormant,2020-10-09,14302.41,0
7000107,1075287,Current,Active,2022-08-30,8380.41,0
7000108,1063304,Wallet,Active,2025-06-21,2759.7,0
7000109,1065825,Wallet,Active,2019-08-28,535.52,0
7000110,1043624,Savings,Active,2021-06-14,3381.58,0
7000111,1052019,Wallet,Active,2020-12-06,6824.91,0
7000112,1079674,Wallet,Active,2025-03-03,3112.38,0
7000113,1063960,Savings,Dormant,2019-12-14,3905.05,0
7000114,1108937,Savings,Active,2022-03-30,17112.57,0
7000115,1081894,Wallet,Active,2020-07-16,52553.72,0
7000116,1033808,Wallet,Active,2019-05-26,4280.03,0
7000117,1113988,Current,Active,2025-02-16,1018.19,0
7000118,1025528,Credit Line,Active,2024-01-12,1734.72,25000
7000119,1038241,Savings,Active,2026-06-06,5451.56,0
7000120,1060675,Savings,Active,2020-11-15,7983.51,0
7000121,1045316,Savings,Active,2022-07-12,27721.48,0
7000122,1067783,Wallet,Closed,2023-03-31,3243.14,0
7000123,1038047,Savings,Active,2019-10-12,6403.95,0
7000124,1088214,Wallet,Active,2023-09-12,50376.31,0
7000125,1115763,Wallet,Active,2021-03-27,5989.62,0
7000126,1028232,Wallet,Active,2022-11-06,8061.76,0
7000127,1008912,Current,Active,2023-08-17,2382.81,0
7000128,1099101,Wallet,Active,2025-10-15,2660.68,0
7000129,1038181,Current,Active,2024-10-07,661.09,0
7000130,1020045,Wallet,Active,2023-04-07,407.21,0
7000131,1088923,Wallet,Active,2021-12-17,1157.91,0
7000132,1008046,Savings,Closed,2020-02-05,3333.56,0
7000133,1024692,Wallet,Active,2023-01-11,939.0,0
7000134,1003476,Wallet,Active,2022-11-09,1215.82,0
7000135,1012411,Current,Active,2025-02-08,941.85,0
7000136,1048170,Savings,Active,2024-09-20,18647.92,0
7000137,1116236,Savings,Active,2019-07-29,381.76,0
7000138,1052234,Current,Active,2023-01-31,1228.92,0
7000139,1053267,Current,Closed,2025-03-11,11319.02,0
7000140,1119162,Savings,Active,2025-01-27,16979.27,0
7000141,1028484,Wallet,Active,2019-03-09,1435.36,0
7000142,1001139,Credit Line,Active,2024-12-24,2533.36,100000
7000143,1051031,Wallet,Active,2023-05-23,8519.78,0
7000144,1011062,Savings,Active,2020-05-10,7767.0,0
7000145,1014428,Wallet,Dormant,2019-10-11,11526.62,0
7000146,1084869,Wallet,Active,2024-03-02,10543.02,0
7000147,1020951,Wallet,Active,2024-02-17,18532.46,0
7000148,1069995,Savings,Active,2019-09-18,22981.19,0
7000149,1046498,Credit Line,Active,2022-06-28,4614.52,25000
7000150,1047589,Wallet,Active,2022-10-07,718.62,0
7000151,1085093,Savings,Active,2021-02-26,8020.07,0
7000152,1085024,Wallet,Active,2023-02-13,3157.29,0
7000153,1053131,Savings,Active,2024-12-25,3997.86,0
7000154,1068773,Savings,Active,2026-03-29,2927.75,0
7000155,1116592,Wallet,Active,2024-05-18,28612.41,0
7000156,1090110,Savings,Active,2023-08-25,10464.88,0
7000157,1017874,Wallet,Active,2020-01-20,718.58,0
7000158,1100490,Savings,Active,2022-03-14,11659.84,0
7000159,1118832,Savings,Active,2021-07-27,28565.43,0
7000160,1057751,Wallet,Active,2019-01-16,7832.41,0
7000161,1033555,Wallet,Active,2023-12-28,3776.75,0
7000162,1048969,Savings,Active,2020-09-07,17276.53,0
7000163,1003941,Current,Active,2019-03-27,1100.06,0
7000164,1016818,Current,Active,2025-07-23,18822.88,0
7000165,1093416,Current,Frozen,2020-04-15,3112.12,0
7000166,1028416,Savings,Active,2019-02-12,59528.13,0
7000167,1060203,Savings,Active,2025-03-23,14430.81,0
7000168,1046479,Wallet,Active,2021-08-19,1822.62,0
7000169,1010884,Savings,Active,2019-03-28,373.46,0
7000170,1077458,Savings,Active,2024-05-06,12610.76,0
7000171,1037813,Wallet,Active,2021-02-03,4558.82,0
7000172,1045837,Wallet,Active,2020-10-26,6462.6,0
7000173,1085946,Wallet,Active,2022-05-13,1443.1,0
7000174,1062025,Wallet,Active,2022-09-03,2205.61,0
7000175,1058116,Credit Line,Active,2021-08-01,3624.63,500000
7000176,1065221,Wallet,Dormant,2019-10-13,4732.95,0
7000177,1046336,Savings,Active,2020-08-18,16588.36,0
7000178,1078379,Wallet,Active,2020-03-14,3079.34,0
7000179,1115223,Current,Closed,2025-11-07,7545.95,0
7000180,1093398,Wallet,Active,2020-06-01,34030.17,0
7000181,1080723,Wallet,Active,2019-08-31,2713.82,0
7000182,1035568,Savings,Active,2022-01-30,1482.28,0
7000183,1051589,Wallet,Active,2024-04-06,7826.25,0
7000184,1026390,Wallet,Active,2020-04-30,34069.61,0
7000185,1035600,Wallet,Active,2021-10-19,40400.11,0
7000186,1019944,Wallet,Active,2019-04-01,8248.08,0
7000187,1069016,Wallet,Active,2020-06-12,87598.24,0
7000188,1006815,Wallet,Active,2020-02-10,532.85,0
7000189,1034056,Current,Active,2022-03-31,1921.74,0
7000190,1077874,Wallet,Active,2022-01-29,41992.34,0
7000191,1037833,Credit Line,Active,2021-06-24,118726.17,25000
7000192,1114240,Wallet,Active,2023-11-25,32152.08,0
7000193,1096151,Savings,Active,2023-06-20,7224.57,0
7000194,1048790,Wallet,Closed,2025-09-22,1670.43,0
7000195,1101744,Wallet,Active,2022-05-06,21408.06,0
7000196,1113922,Wallet,Dormant,2021-01-29,8958.97,0
7000197,1099326,Savings,Dormant,2024-04-03,3528.83,0
7000198,1035455,Wallet,Active,2021-07-31,22317.13,0
7000199,1040294,Wallet,Active,2022-03-07,8188.22,0
7000200,1066604,Wallet,Active,2022-05-10,5236.87,0
7000201,1107141,Wallet,Active,2025-10-27,5768.26,0
7000202,1107426,Savings,Active,2023-08-18,14193.69,0
7000203,1021281,Savings,Active,2025-07-17,1171.1,0
7000204,1111052,Current,Active,2019-08-19,2576.89,0
7000205,1025893,Savings,Active,2020-11-24,791.73,0
7000206,1109300,Wallet,Active,2022-07-20,7518.36,0
7000207,1095224,Wallet,Active,2021-08-17,3989.6,0
7000208,1087403,Wallet,Active,2019-09-23,2141.63,0
7000209,1106074,Savings,Active,2020-01-31,5638.86,0
7000210,1100756,Savings,Active,2021-09-22,4167.01,0
7000211,1097168,Savings,Active,2020-04-19,44331.74,0
7000212,1024867,Current,Active,2023-11-18,1855.55,0
7000213,1001169,Wallet,Active,2019-04-05,8713.92,0
7000214,1012813,Credit Line,Active,2026-01-11,1458.44,25000
7000215,1004789,Wallet,Active,2019-01-23,6644.23,0
7000216,1025438,Credit Line,Active,2019-04-19,11490.43,50000
7000217,1057300,Wallet,Frozen,2019-11-20,6267.84,0
7000218,1009349,Wallet,Active,2024-09-04,6932.12,0
7000219,1065099,Wallet,Active,2025-06-27,19419.54,0
7000220,1117938,Wallet,Closed,2025-08-03,29182.72,0
7000221,1112975,Wallet,Active,2021-02-15,1321.48,0
7000222,1049497,Wallet,Closed,2019-06-08,7075.72,0
7000223,1074203,Wallet,Active,2022-10-12,11016.19,0
7000224,1008166,Wallet,Active,2019-01-16,36646.56,0
7000225,1114398,Wallet,Active,2022-12-08,19986.87,0
7000226,1049502,Savings,Active,2025-03-06,5137.65,0
7000227,1033360,Wallet,Active,2023-08-08,12290.45,0
7000228,1041370,Current,Active,2024-05-16,1141.76,0
7000229,1033483,Wallet,Closed,2021-07-15,10221.89,0
7000230,1099147,Wallet,Active,2024-06-27,23103.88,0
7000231,1052084,Wallet,Active,2024-02-16,6348.78,0
7000232,1061777,Wallet,Active,2020-05-11,780.72,0
7000233,1001457,Wallet,Active,2020-01-03,13503.07,0
7000234,1096112,Wallet,Active,2021-12-15,1025.27,0
7000235,1012777,Wallet,Active,2024-12-15,6455.85,0
7000236,1055554,Wallet,Active,2022-11-22,19608.07,0
7000237,1020179,Wallet,Active,2021-10-07,11184.04,0
7000238,1054802,Credit Line,Frozen,2024-04-29,1787.62,50000
7000239,1113109,Wallet,Active,2023-07-27,5544.01,0
7000240,1045541,Current,Active,2024-07-28,4713.79,0
7000241,1062576,Wallet,Active,2019-03-04,4642.11,0
7000242,1020871,Savings,Active,2024-08-02,45771.15,0
7000243,1116981,Savings,Active,2026-03-13,1219.49,0
7000244,1105993,Wallet,Active,2024-02-13,149348.96,0
7000245,1068104,Wallet,Active,2019-12-18,20663.58,0
7000246,1111092,Wallet,Active,2022-10-09,5537.84,0
7000247,1118036,Wallet,Dormant,2022-08-27,6623.96,0
7000248,1071664,Savings,Active,2025-01-19,6989.54,0
7000249,1046989,Wallet,Active,2024-05-09,18036.17,0
7000250,1051002,Wallet,Active,2025-01-12,6506.51,0
7000251,1113208,Wallet,Active,2026-06-30,8550.95,0
7000252,1097385,Current,Closed,2019-11-16,7349.5,0
7000253,1015642,Current,Active,2026-05-22,3308.33,0
7000254,1011314,Credit Line,Active,2020-01-02,12798.63,25000
7000255,1008920,Wallet,Active,2023-10-13,1201.49,0
7000256,1110843,Wallet,Active,2023-07-08,48354.66,0
7000257,1058101,Credit Line,Active,2025-06-27,228.32,200000
7000258,1002639,Wallet,Active,2025-09-07,1339.53,0
7000259,1048463,Savings,Frozen,2022-10-11,6299.18,0
7000260,1018963,Savings,Closed,2026-04-09,12727.9,0
7000261,1014110,Current,Active,2019-11-16,13261.48,0
7000262,1077150,Savings,Active,2021-09-01,988.75,0
7000263,1116546,Savings,Closed,2023-08-23,9462.32,0
7000264,1072819,Wallet,Active,2019-04-06,52685.61,0
7000265,1031792,Wallet,Active,2025-01-19,3069.98,0
7000266,1091005,Credit Line,Dormant,2024-01-26,31393.33,25000
7000267,1090753,Savings,Active,2025-01-25,5243.88,0
7000268,1038580,Savings,Dormant,2019-11-30,3684.66,0
7000269,1073458,Credit Line,Active,2022-08-21,34378.13,200000
7000270,1061995,Savings,Active,2024-11-05,2122.34,0
7000271,1021284,Wallet,Active,2022-04-25,11550.35,0
7000272,1013041,Wallet,Active,2025-11-12,10745.28,0
7000273,1025305,Savings,Active,2019-04-23,1162.15,0
7000274,1016888,Savings,Active,2025-04-25,2307.41,0
7000275,1040045,Wallet,Active,2025-08-18,79661.11,0
7000276,1044986,Credit Line,Dormant,2024-03-10,15207.82,50000
7000277,1079186,Current,Closed,2020-07-13,46885.04,0
7000278,1033316,Wallet,Active,2019-06-12,61305.13,0
7000279,1035848,Wallet,Active,2023-02-11,3126.06,0
7000280,1056832,Wallet,Dormant,2021-05-31,5653.23,0
7000281,1016749,Current,Active,2020-06-23,878.38,0
7000282,1030276,Savings,Active,2025-04-12,14165.77,0
7000283,1053408,Wallet,Closed,2023-08-30,392.85,0
7000284,1005918,Savings,Active,2019-03-09,8636.54,0
7000285,1001750,Savings,Dormant,2020-11-02,5917.74,0
7000286,1011561,Wallet,Active,2019-10-20,14294.76,0
7000287,1116164,Wallet,Active,2019-07-23,1368.33,0
7000288,1000354,Wallet,Active,2020-11-23,3404.41,0
7000289,1003783,Wallet,Active,2025-03-18,2754.85,0
7000290,1081483,Wallet,Active,2025-02-02,938.2,0
7000291,1047648,Wallet,Active,2019-06-05,4480.85,0
7000292,1056167,Savings,Active,2022-04-03,2638.05,0
7000293,1075309,Wallet,Active,2023-10-08,2080.89,0
7000294,1064957,Current,Active,2023-11-18,12633.8,0
7000295,1061112,Current,Frozen,2024-08-13,1471.11,0
7000296,1058953,Credit Line,Dormant,2019-07-05,3502.38,200000
7000297,1112909,Credit Line,Active,2021-01-28,6411.54,500000
7000298,1010534,Current,Dormant,2025-03-05,19305.68,0
7000299,1055450,Wallet,Active,2022-04-13,15211.49,0
7000300,1065341,Savings,Active,2020-05-24,11849.37,0
7000301,1047380,Wallet,Active,2019-06-13,3292.29,0
7000302,1030285,Credit Line,Closed,2024-09-08,14844.07,100000
7000303,1052501,Credit Line,Active,2020-06-25,1071.33,200000
7000304,1107808,Savings,Active,2024-04-25,23523.07,0
7000305,1113349,Wallet,Active,2023-06-16,27264.58,0
7000306,1033023,Wallet,Active,2021-04-27,1528.24,0
7000307,1081580,Wallet,Active,2020-03-03,7391.59,0
7000308,1072604,Credit Line,Active,2026-06-07,3809.79,50000
7000309,1095384,Wallet,Active,2021-01-26,17666.68,0
7000310,1098709,Savings,Active,2023-12-27,16907.83,0
7000311,1106943,Wallet,Active,2025-01-19,12995.52,0
7000312,1021506,Current,Active,2023-11-24,9335.97,0
7000313,1043941,Credit Line,Active,2023-11-18,7334.13,50000
7000314,1119959,Wallet,Active,2025-11-25,13384.41,0
7000315,1007145,Wallet,Active,2024-12-18,7710.71,0
7000316,1008402,Wallet,Active,2024-01-01,763.82,0
7000317,1114040,Savings,Closed,2022-01-21,9823.8,0
7000318,1097876,Wallet,Closed,2026-02-05,411.89,0
7000319,1072138,Current,Active,2024-09-12,15911.71,0
7000320,1003088,Savings,Active,2025-03-30,22919.54,0
7000321,1102524,Current,Active,2026-05-12,38392.5,0
7000322,1090607,Wallet,Active,2026-06-08,10817.45,0
7000323,1004791,Wallet,Closed,2021-10-31,4482.48,0
7000324,1041364,Wallet,Active,2022-02-03,10273.57,0
7000325,1065876,Credit Line,Active,2020-05-01,4532.73,50000
7000326,1103150,Savings,Dormant,2022-09-01,1397.98,0
7000327,1010013,Current,Active,2021-05-23,13639.25,0
7000328,1084248,Savings,Closed,2021-11-11,10153.04,0
7000329,1104260,Savings,Active,2024-08-18,1645.2,0
7000330,1078523,Wallet,Active,2020-03-06,27054.54,0
7000331,1061839,Credit Line,Active,2023-01-31,9705.63,25000
7000332,1086390,Current,Active,2022-02-18,5256.59,0
7000333,1099986,Credit Line,Active,2021-03-17,48574.56,500000
7000334,1008752,Wallet,Active,2025-04-23,2980.31,0
7000335,1087023,Wallet,Active,2025-05-14,8028.44,0
7000336,1055656,Wallet,Active,2020-07-21,2973.56,0
7000337,1024884,Savings,Active,2024-11-01,2193.75,0
7000338,1103933,Wallet,Active,2025-06-02,2268.81,0
7000339,1112882,Savings,Active,2021-08-08,364.15,0
7000340,1117172,Credit Line,Active,2024-02-15,13625.55,50000
7000341,1085694,Wallet,Frozen,2021-05-04,5940.6,0
7000342,1022732,Credit Line,Active,2024-07-19,12701.75,500000
7000343,1059819,Wallet,Active,2022-12-02,5647.08,0
7000344,1010964,Wallet,Active,2026-06-05,1944.86,0
7000345,1088731,Wallet,Active,2023-07-29,4648.36,0
7000346,1117894,Savings,Active,2022-08-02,2754.58,0
7000347,1063342,Wallet,Active,2025-12-08,4670.75,0
7000348,1086470,Savings,Active,2021-11-29,5574.51,0
7000349,1000963,Savings,Active,2019-06-15,4434.12,0
7000350,1092547,Current,Active,2021-09-04,1932.62,0
7000351,1105883,Savings,Active,2025-02-08,16294.57,0
7000352,1096626,Wallet,Dormant,2019-02-03,4310.8,0
7000353,1095547,Savings,Active,2021-05-15,12157.92,0
7000354,1079849,Current,Active,2020-03-08,8099.91,0
7000355,1013109,Savings,Closed,2026-02-01,1519.92,0
7000356,1041512,Wallet,Active,2021-08-10,6875.86,0
7000357,1081274,Wallet,Active,2021-08-18,3577.83,0
7000358,1077017,Current,Active,2023-12-21,12979.2,0
7000359,1043942,Wallet,Active,2021-01-10,4529.58,0
7000360,1086319,Savings,Closed,2024-07-23,2479.89,0
7000361,1037729,Wallet,Active,2024-08-31,11161.41,0
7000362,1105576,Credit Line,Active,2026-06-28,1116.82,200000
7000363,1078727,Wallet,Active,2023-05-21,2233.98,0
7000364,1061608,Wallet,Active,2026-05-04,3957.85,0
7000365,1048045,Wallet,Active,2021-07-02,6898.26,0
7000366,1078171,Wallet,Active,2025-09-18,2683.99,0
7000367,1117723,Wallet,Active,2021-10-22,3642.41,0
7000368,1111053,Wallet,Active,2025-02-22,4367.49,0
7000369,1100998,Savings,Active,2021-01-03,4854.38,0
7000370,1014775,Wallet,Active,2019-04-16,79960.88,0
7000371,1063176,Current,Active,2024-10-16,17716.02,0
7000372,1117394,Savings,Active,2023-09-02,1427.75,0
7000373,1049487,Wallet,Active,2025-03-03,27750.35,0
7000374,1097664,Savings,Closed,2020-10-04,5421.88,0
7000375,1086284,Wallet,Closed,2024-02-28,3264.96,0
7000376,1065852,Savings,Active,2025-02-19,2155.4,0
7000377,1095653,Savings,Dormant,2026-03-18,2483.2,0
7000378,1074630,Savings,Active,2023-11-08,11941.0,0
7000379,1048292,Credit Line,Active,2020-03-27,28174.38,25000
7000380,1110142,Wallet,Active,2022-10-25,19283.75,0
7000381,1097886,Wallet,Active,2021-02-21,13055.12,0
7000382,1054087,Wallet,Active,2025-03-29,1265.84,0
7000383,1052754,Wallet,Active,2019-12-31,3411.63,0
7000384,1107912,Current,Active,2019-07-29,18815.91,0
7000385,1052406,Current,Active,2021-01-13,2811.89,0
7000386,1053291,Savings,Active,2023-07-03,13442.63,0
7000387,1080386,Savings,Active,2019-05-23,35202.97,0
7000388,1023693,Wallet,Active,2025-03-22,5701.91,0
7000389,1014834,Wallet,Closed,2025-07-11,9079.28,0
7000390,1068967,Wallet,Active,2023-07-04,66535.58,0
7000391,1026990,Savings,Active,2022-11-18,1262.79,0
7000392,1036111,Wallet,Active,2019-03-12,50295.87,0
7000393,1037764,Credit Line,Active,2026-01-31,7675.34,500000
7000394,1049134,Wallet,Active,2025-05-11,7504.39,0
7000395,1030055,Wallet,Active,2024-08-08,24207.75,0
7000396,1106198,Savings,Active,2021-06-10,40690.3,0
7000397,1017266,Wallet,Active,2022-11-23,34588.18,0
7000398,1092675,Wallet,Closed,2022-08-04,3567.88,0
7000399,1060910,Credit Line,Active,2025-08-30,8308.67,50000
7000400,1021572,Wallet,Active,2020-03-16,13074.81,0
7000401,1091741,Savings,Active,2020-03-10,1432.23,0
7000402,1114947,Wallet,Active,2024-05-18,40527.17,0
7000403,1085220,Wallet,Dormant,2023-02-17,11693.81,0
7000404,1042281,Credit Line,Active,2023-05-08,74657.34,100000
7000405,1002066,Savings,Active,2025-10-24,4243.18,0
7000406,1108919,Savings,Active,2025-03-21,2328.09,0
7000407,1050915,Savings,Active,2023-02-16,3140.15,0
7000408,1114543,Savings,Active,2019-03-03,2405.63,0
7000409,1070319,Wallet,Closed,2023-05-29,4864.12,0
7000410,1000583,Savings,Active,2024-10-25,565.73,0
7000411,1001221,Savings,Active,2020-07-22,4373.18,0
7000412,1109375,Wallet,Active,2021-02-16,110263.8,0
7000413,1102689,Savings,Active,2024-03-03,18769.64,0
7000414,1050837,Savings,Active,2023-04-18,448.24,0
7000415,1089793,Credit Line,Active,2020-10-17,8189.88,200000
7000416,1031073,Savings,Active,2024-08-18,18799.81,0
7000417,1097968,Wallet,Active,2021-03-14,13154.85,0
7000418,1022834,Savings,Active,2021-08-01,4305.49,0
7000419,1040467,Savings,Dormant,2025-04-13,4040.79,0
7000420,1115419,Savings,Closed,2024-09-09,11270.09,0
7000421,1036794,Wallet,Active,2022-03-13,5219.28,0
7000422,1033818,Current,Active,2020-10-20,9482.98,0
7000423,1108055,Current,Active,2026-03-08,5876.88,0
7000424,1041622,Savings,Active,2023-10-14,3444.37,0
7000425,1074109,Savings,Active,2022-05-31,12176.57,0
7000426,1073354,Wallet,Closed,2019-05-25,32505.27,0
7000427,1107972,Current,Active,2023-11-06,94499.28,0
7000428,1072545,Savings,Active,2024-07-21,5519.92,0
7000429,1043886,Savings,Active,2025-07-04,2877.26,0
7000430,1069484,Wallet,Closed,2021-03-23,1647.81,0
7000431,1085543,Savings,Active,2020-07-20,24280.16,0
7000432,1043369,Savings,Active,2019-12-18,2554.04,0
7000433,1025250,Wallet,Active,2024-10-30,21025.74,0
7000434,1003876,Wallet,Dormant,2025-06-18,5628.95,0
7000435,1088728,Wallet,Active,2020-05-01,19971.1,0
7000436,1083072,Wallet,Closed,2026-02-09,10454.01,0
7000437,1076386,Current,Active,2022-12-07,40562.51,0
7000438,1103963,Wallet,Active,2020-12-26,5628.87,0
7000439,1081888,Credit Line,Closed,2025-04-09,5042.64,100000
7000440,1114944,Savings,Active,2024-04-29,3256.93,0
7000441,1005641,Credit Line,Active,2024-03-14,4760.97,100000
7000442,1082197,Wallet,Dormant,2026-03-25,24400.23,0
7000443,1002788,Savings,Dormant,2020-04-20,3844.39,0
7000444,1112676,Savings,Active,2022-11-16,3577.47,0
7000445,1053335,Credit Line,Dormant,2023-12-18,2886.65,25000
7000446,1113221,Wallet,Active,2020-07-03,4410.77,0
7000447,1109242,Wallet,Dormant,2023-09-09,9139.17,0
7000448,1018867,Savings,Active,2020-12-12,496.47,0
7000449,1041072,Wallet,Active,2020-02-11,12972.92,0
7000450,1057527,Wallet,Active,2021-01-10,3045.32,0
7000451,1113791,Credit Line,Active,2023-09-19,25050.76,100000
7000452,1070247,Savings,Active,2022-01-23,4484.32,0
7000453,1087508,Wallet,Active,2024-02-13,12340.69,0
7000454,1057864,Wallet,Active,2023-12-03,148137.08,0
7000455,1098713,Savings,Active,2020-10-03,37811.47,0
7000456,1089138,Wallet,Active,2022-05-27,11010.29,0
7000457,1002504,Credit Line,Active,2019-02-11,8446.51,200000
7000458,1097595,Wallet,Active,2026-05-11,16354.59,0
7000459,1109689,Current,Closed,2023-02-04,31279.39,0
7000460,1001971,Wallet,Active,2024-11-20,20539.74,0
7000461,1026316,Wallet,Active,2025-08-12,4573.49,0
7000462,1104798,Wallet,Active,2020-11-25,21466.76,0
7000463,1068347,Savings,Active,2023-11-25,36965.64,0
7000464,1039701,Wallet,Active,2025-09-27,7512.46,0
7000465,1063980,Savings,Closed,2025-07-26,14222.73,0
7000466,1086014,Wallet,Active,2022-02-01,26933.99,0
